unique_id,disease,location,event,start_date,end_date,duration,total,entropy
2648,SCARLET FEVER,IOWA,CASES,1950-12-09 00:00:00,1951-09-08 00:00:00,31,373.75,4.983340757026949
2649,SCARLET FEVER,IOWA,CASES,1951-07-14 00:00:00,1952-02-16 00:00:00,23,192.70900439238653,4.726317363222558
2650,SCARLET FEVER,IOWA,CASES,1965-07-17 00:00:00,1966-02-05 00:00:00,21,1718.0,4.666286062365922
2651,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2010-10-02 00:00:00,2011-07-23 00:00:00,34,52.8298375,4.440110201015052
2652,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2011-05-28 00:00:00,2011-10-01 00:00:00,10,3.0249588,4.0871845960275515
2653,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2011-08-06 00:00:00,2012-06-30 00:00:00,39,16.3537469,5.324075218567167
2654,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2012-05-05 00:00:00,2012-09-15 00:00:00,11,4.3361404,4.08975163531133
2655,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2012-07-21 00:00:00,2013-08-31 00:00:00,50,43.3655996,4.896452967374056
2656,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2014-07-12 00:00:00,2015-08-29 00:00:00,51,49.5034749,4.699801540215589
2657,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2015-07-04 00:00:00,2016-02-06 00:00:00,23,20.5999543,4.465635414151436
2658,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2015-12-12 00:00:00,2016-08-27 00:00:00,29,29.9898197,4.570680706392581
2659,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2017-07-08 00:00:00,2018-08-25 00:00:00,51,177.57480199999998,5.0087987983961515
2660,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2019-07-06 00:00:00,2020-07-04 00:00:00,44,208.856357,5.191278246893894
2661,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2020-05-09 00:00:00,2020-10-17 00:00:00,15,34.032923999999994,4.520855047854305
2662,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2020-08-22 00:00:00,2021-05-29 00:00:00,32,59.213073,5.226363089200145
2663,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2021-04-03 00:00:00,2021-11-06 00:00:00,23,33.032976000000005,4.915436984405867
2664,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2021-09-11 00:00:00,2022-04-16 00:00:00,23,67.188963,4.797521990592093
2665,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2022-02-19 00:00:00,2022-08-27 00:00:00,19,43.88612,4.773271425793093
2666,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2022-07-02 00:00:00,2023-08-12 00:00:00,50,182.560574,5.466793911528075
2667,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2023-06-17 00:00:00,2024-07-27 00:00:00,50,223.595864,5.347762003717554
2668,ILI,SOUTH CAROLINA,PERCENT_UNWEIGHTED,2024-06-01 00:00:00,2025-05-31 00:00:00,44,199.48884,5.1317656486133245
2669,INFLUENZA,WA,HOSPITALIZATIONS,2020-12-26 00:00:00,2021-05-15 00:00:00,12,32.0,3.578626767019874
2670,INFLUENZA,WA,HOSPITALIZATIONS,2021-03-20 00:00:00,2021-08-07 00:00:00,12,20.0,3.065957320949175
2671,INFLUENZA,WA,HOSPITALIZATIONS,2021-06-12 00:00:00,2021-12-04 00:00:00,17,12.0,2.792481250360578
2672,INFLUENZA,WA,HOSPITALIZATIONS,2021-10-09 00:00:00,2022-10-08 00:00:00,44,1029.0,4.939830916048798
2673,INFLUENZA,WA,HOSPITALIZATIONS,2022-08-13 00:00:00,2023-06-17 00:00:00,36,5103.0,4.084485393169524
2674,INFLUENZA,WA,HOSPITALIZATIONS,2023-04-22 00:00:00,2023-11-11 00:00:00,21,520.0,4.7738359436625055
2675,INFLUENZA,WA,HOSPITALIZATIONS,2023-09-16 00:00:00,2024-10-05 00:00:00,47,2627.0,5.07075404282929
2676,INFLUENZA,WA,HOSPITALIZATIONS,2024-08-10 00:00:00,2025-05-31 00:00:00,34,7163.0,4.215819701585824
2677,COVID-19,KAZAKHSTAN,CASES,2020-09-12 00:00:00,2021-03-20 00:00:00,19,148770.0,4.648425438512183
2678,COVID-19,KAZAKHSTAN,CASES,2021-01-23 00:00:00,2021-07-03 00:00:00,15,276350.0,4.460280791864046
2679,COVID-19,KAZAKHSTAN,CASES,2021-05-08 00:00:00,2022-01-01 00:00:00,26,753933.0,4.611009401004109
2680,COVID-19,KAZAKHSTAN,CASES,2021-11-06 00:00:00,2022-06-11 00:00:00,23,376198.0,3.251462975030617
2681,COVID-19,KAZAKHSTAN,CASES,2022-04-16 00:00:00,2022-12-03 00:00:00,25,94147.0,3.439540909446581
2682,SCARLET FEVER,DELAWARE,CASES,1927-12-17 00:00:00,1928-06-23 00:00:00,19,96.5,4.225982528366244
2683,SCARLET FEVER,DELAWARE,CASES,1928-04-28 00:00:00,1928-09-08 00:00:00,11,29.5,3.368702050760819
2684,SCARLET FEVER,DELAWARE,CASES,1928-07-14 00:00:00,1929-02-23 00:00:00,24,87.5,4.5543723892046515
2685,SCARLET FEVER,DELAWARE,CASES,1928-12-29 00:00:00,1929-09-21 00:00:00,30,94.0,4.765239645006593
2686,SCARLET FEVER,DELAWARE,CASES,1931-08-08 00:00:00,1932-01-09 00:00:00,14,136.0,4.116570628881396
2687,SCARLET FEVER,DELAWARE,CASES,1931-11-14 00:00:00,1932-09-17 00:00:00,36,433.0,5.174486821107997
2688,SCARLET FEVER,DELAWARE,CASES,1932-07-23 00:00:00,1933-03-18 00:00:00,26,222.0,4.831156735197401
2689,SCARLET FEVER,DELAWARE,CASES,1933-01-21 00:00:00,1933-08-19 00:00:00,22,254.0,4.598957414057019
2690,SCARLET FEVER,DELAWARE,CASES,1933-06-24 00:00:00,1933-12-02 00:00:00,15,96.0,4.289223024557286
2691,SCARLET FEVER,DELAWARE,CASES,1933-10-07 00:00:00,1934-09-15 00:00:00,41,336.5,5.28747798821553
2692,SCARLET FEVER,DELAWARE,CASES,1934-07-21 00:00:00,1935-09-07 00:00:00,51,520.0,5.33028780820401
2693,SCARLET FEVER,DELAWARE,CASES,1936-08-01 00:00:00,1937-08-07 00:00:00,45,299.0,5.242593031378159
2694,SCARLET FEVER,DELAWARE,CASES,1937-06-12 00:00:00,1938-03-12 00:00:00,31,323.5,4.953501931295396
2695,SCARLET FEVER,DELAWARE,CASES,1938-01-15 00:00:00,1938-09-03 00:00:00,25,304.0,4.613260543139376
2696,SCARLET FEVER,DELAWARE,CASES,1938-07-09 00:00:00,1939-03-18 00:00:00,28,181.5,4.352540659770238
2697,SCARLET FEVER,DELAWARE,CASES,1939-01-21 00:00:00,1939-09-16 00:00:00,26,107.0,4.257262203941243
2698,SCARLET FEVER,DELAWARE,CASES,1940-07-20 00:00:00,1941-09-06 00:00:00,51,486.5,5.319597816626823
2699,SCARLET FEVER,DELAWARE,CASES,1942-07-25 00:00:00,1943-01-30 00:00:00,19,172.0,4.3451595142745765
2700,SCARLET FEVER,DELAWARE,CASES,1942-12-05 00:00:00,1943-03-27 00:00:00,8,142.0,3.9190505868200454
2701,SCARLET FEVER,DELAWARE,CASES,1943-01-30 00:00:00,1943-09-04 00:00:00,23,139.0,4.542408870755908
2702,SCARLET FEVER,DELAWARE,CASES,1943-07-10 00:00:00,1944-01-29 00:00:00,21,69.0,4.38842232787874
2703,SCARLET FEVER,DELAWARE,CASES,1943-12-04 00:00:00,1944-10-28 00:00:00,39,283.0,4.746864587987606
2704,SCARLET FEVER,DELAWARE,CASES,1944-09-02 00:00:00,1945-09-08 00:00:00,45,277.0,5.098607944118207
2705,SCARLET FEVER,DELAWARE,CASES,1945-07-14 00:00:00,1946-02-09 00:00:00,22,108.0,4.661875526882433
2706,SCARLET FEVER,DELAWARE,CASES,1945-12-15 00:00:00,1946-08-10 00:00:00,26,162.0,4.727007539066327
2707,SCARLET FEVER,DELAWARE,CASES,1947-08-23 00:00:00,1948-03-27 00:00:00,23,151.0,4.642527188134629
2708,SCARLET FEVER,DELAWARE,CASES,1948-01-31 00:00:00,1948-08-28 00:00:00,22,111.0,4.460681116594529
2709,SCARLET FEVER,DELAWARE,CASES,1948-07-03 00:00:00,1948-11-06 00:00:00,10,23.0,4.201857693772185
2710,SCARLET FEVER,DELAWARE,CASES,1948-09-11 00:00:00,1949-10-01 00:00:00,47,288.5,5.1040676298410705
2711,SCARLET FEVER,DELAWARE,CASES,1949-08-06 00:00:00,1950-01-14 00:00:00,15,61.0,4.263032481419887
2712,SCARLET FEVER,DELAWARE,CASES,1949-11-19 00:00:00,1950-09-23 00:00:00,36,135.1,5.108056945976104
2713,SCARLET FEVER,DELAWARE,CASES,1950-07-29 00:00:00,1951-09-15 00:00:00,51,126.0,5.5582617086736885
2714,SCARLET FEVER,DELAWARE,CASES,1964-12-26 00:00:00,1965-10-23 00:00:00,35,1165.4473684210525,5.017269707435191
2715,INFLUENZA,MN,HOSPITALIZATIONS,2020-12-05 00:00:00,2021-08-14 00:00:00,28,60.0,2.91209325379098
2716,INFLUENZA,MN,HOSPITALIZATIONS,2021-06-19 00:00:00,2022-04-02 00:00:00,33,765.0,4.049595825216485
2717,INFLUENZA,MN,HOSPITALIZATIONS,2022-02-05 00:00:00,2022-09-24 00:00:00,25,484.0,4.402151337967552
2718,INFLUENZA,MN,HOSPITALIZATIONS,2022-07-30 00:00:00,2023-04-22 00:00:00,30,2608.0,3.73459907596894
2719,INFLUENZA,MN,HOSPITALIZATIONS,2023-02-25 00:00:00,2023-09-09 00:00:00,20,151.0,4.141730808662063
2720,INFLUENZA,MN,HOSPITALIZATIONS,2023-07-15 00:00:00,2024-08-24 00:00:00,50,2877.0,4.539007419803726
2721,INFLUENZA,MN,HOSPITALIZATIONS,2024-06-29 00:00:00,2025-05-31 00:00:00,40,8276.0,3.9151498282736164
2722,ILI,KANSAS,PERCENT_UNWEIGHTED,2011-06-25 00:00:00,2011-12-10 00:00:00,16,13.7953328,4.379610949269222
2723,ILI,KANSAS,PERCENT_UNWEIGHTED,2011-10-15 00:00:00,2012-08-18 00:00:00,36,40.43615150000001,4.844947244528114
2724,ILI,KANSAS,PERCENT_UNWEIGHTED,2013-06-29 00:00:00,2014-08-02 00:00:00,49,68.9522269,4.921397401658152
2725,ILI,KANSAS,PERCENT_UNWEIGHTED,2015-07-11 00:00:00,2016-08-27 00:00:00,51,60.7394817,5.425369432647468
2726,ILI,KANSAS,PERCENT_UNWEIGHTED,2018-07-21 00:00:00,2019-08-24 00:00:00,49,89.91003899999998,5.2123242240971575
2727,ILI,KANSAS,PERCENT_UNWEIGHTED,2019-06-29 00:00:00,2020-07-11 00:00:00,46,148.685422,5.179234652297268
2728,ILI,KANSAS,PERCENT_UNWEIGHTED,2020-05-16 00:00:00,2020-10-10 00:00:00,13,23.504129,4.412531577655802
2729,ILI,KANSAS,PERCENT_UNWEIGHTED,2020-08-15 00:00:00,2021-04-10 00:00:00,26,35.623988999999995,5.017152412624183
2730,ILI,KANSAS,PERCENT_UNWEIGHTED,2021-02-13 00:00:00,2021-11-27 00:00:00,33,46.331058,5.258189320751825
2731,ILI,KANSAS,PERCENT_UNWEIGHTED,2021-10-02 00:00:00,2022-03-26 00:00:00,17,53.92136000000001,4.610600420067888
2732,ILI,KANSAS,PERCENT_UNWEIGHTED,2022-01-29 00:00:00,2022-09-03 00:00:00,23,50.841447,4.9314449075392375
2733,ILI,KANSAS,PERCENT_UNWEIGHTED,2022-07-09 00:00:00,2023-08-12 00:00:00,49,105.325178,5.347800474523874
2734,ILI,KANSAS,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,136.14977899999997,5.071758653781728
2735,COVID-19,FRANCE,CASES,2020-05-30 00:00:00,2021-01-30 00:00:00,27,258683.6666666667,4.437965599639925
2736,COVID-19,FRANCE,CASES,2020-12-05 00:00:00,2021-07-24 00:00:00,25,344205.50000000006,4.824876475882566
2737,COVID-19,FRANCE,CASES,2021-05-29 00:00:00,2021-11-13 00:00:00,16,143589.16666666666,4.300461666158514
2738,COVID-19,FRANCE,CASES,2021-09-18 00:00:00,2022-07-02 00:00:00,33,2040994.1666666667,4.660346585059276
2739,COVID-19,FRANCE,CASES,2022-05-07 00:00:00,2022-10-08 00:00:00,14,598164.75,4.224736219531593
2740,COVID-19,FRANCE,CASES,2022-08-13 00:00:00,2022-12-10 00:00:00,9,363602.0,4.034485366356138
2741,COVID-19,FRANCE,CASES,2022-10-15 00:00:00,2023-04-15 00:00:00,18,335263.4166666666,4.075923101083406
2742,COVID-19,FRANCE,CASES,2023-02-18 00:00:00,2023-11-25 00:00:00,32,93742.66666666669,5.356891537799962
2743,COVID-19,FRANCE,CASES,2023-09-30 00:00:00,2024-01-27 00:00:00,9,41442.00000000001,4.169925001442313
2744,COVID-19,EL SALVADOR,CASES,2020-09-05 00:00:00,2021-05-15 00:00:00,28,45885.0,5.116329092015072
2745,COVID-19,EL SALVADOR,CASES,2021-04-10 00:00:00,2022-01-15 00:00:00,32,58397.0,5.118304365005406
2746,COVID-19,EL SALVADOR,CASES,2021-11-20 00:00:00,2022-06-04 00:00:00,20,45033.0,3.1318321945701992
2747,COVID-19,NAMIBIA,CASES,2020-03-21 00:00:00,2020-11-28 00:00:00,28,14283.0,4.240168117104985
2748,COVID-19,NAMIBIA,CASES,2020-10-03 00:00:00,2021-05-08 00:00:00,23,38975.0,4.69197857918129
2749,COVID-19,NAMIBIA,CASES,2021-03-13 00:00:00,2021-11-27 00:00:00,29,89283.0,4.30536873588171
2750,COVID-19,NAMIBIA,CASES,2021-10-02 00:00:00,2022-04-23 00:00:00,21,31105.0,3.5413537547967735
2751,COVID-19,NAMIBIA,CASES,2022-02-26 00:00:00,2022-09-24 00:00:00,22,12271.0,3.0878222956998185
2752,COVID-19,NAMIBIA,CASES,2022-07-30 00:00:00,2023-01-14 00:00:00,16,2358.0,1.7960363261803378
2753,COVID-19,MONACO,CASES,2020-05-09 00:00:00,2021-06-26 00:00:00,51,2487.0,5.075496995750409
2754,COVID-19,MONACO,CASES,2021-05-01 00:00:00,2021-11-06 00:00:00,19,1007.0,4.38125407428554
2755,COVID-19,MONACO,CASES,2021-09-11 00:00:00,2022-06-25 00:00:00,33,9662.0,4.801946199282813
2756,COVID-19,MONACO,CASES,2022-04-30 00:00:00,2022-10-15 00:00:00,16,3272.0,4.366848019717229
2757,COVID-19,MONACO,CASES,2022-08-20 00:00:00,2023-10-07 00:00:00,51,2026.0,4.942708350779865
2758,COVID-19,KIRIBATI,CASES,2021-08-21 00:00:00,2022-06-04 00:00:00,33,3100.0,2.33697402289358
2759,COVID-19,KIRIBATI,CASES,2022-04-09 00:00:00,2022-11-12 00:00:00,23,364.0,2.4616990181061915
2760,COVID-19,KIRIBATI,CASES,2022-09-17 00:00:00,2023-06-03 00:00:00,29,1596.0,0.47435839986143347
2761,COVID-19,CABO VERDE,CASES,2020-11-28 00:00:00,2021-03-20 00:00:00,8,6206.0,4.004850926454495
2762,COVID-19,CABO VERDE,CASES,2021-01-23 00:00:00,2021-08-28 00:00:00,23,22246.0,4.6119594792051615
2763,COVID-19,CABO VERDE,CASES,2021-07-03 00:00:00,2021-12-04 00:00:00,14,6095.0,4.152289548798158
2764,COVID-19,CABO VERDE,CASES,2021-10-09 00:00:00,2022-05-07 00:00:00,22,18427.0,2.553613529036177
2765,COVID-19,CABO VERDE,CASES,2022-03-12 00:00:00,2022-10-22 00:00:00,24,6505.0,3.324752073490115
2766,ILI,MARYLAND,PERCENT_UNWEIGHTED,2010-09-25 00:00:00,2011-06-25 00:00:00,31,75.14325000000001,5.115601118445111
2767,ILI,MARYLAND,PERCENT_UNWEIGHTED,2011-04-30 00:00:00,2011-09-24 00:00:00,13,29.730168000000003,4.389763846826323
2768,ILI,MARYLAND,PERCENT_UNWEIGHTED,2011-07-30 00:00:00,2012-05-19 00:00:00,34,84.43029800000001,5.355441926688044
2769,ILI,MARYLAND,PERCENT_UNWEIGHTED,2012-03-24 00:00:00,2012-12-01 00:00:00,28,127.721007,4.854492763029663
2770,ILI,MARYLAND,PERCENT_UNWEIGHTED,2012-10-06 00:00:00,2013-06-01 00:00:00,26,85.700567,4.8538696634586
2771,ILI,MARYLAND,PERCENT_UNWEIGHTED,2013-04-06 00:00:00,2013-08-24 00:00:00,12,30.032719,4.246179759956809
2772,ILI,MARYLAND,PERCENT_UNWEIGHTED,2013-06-29 00:00:00,2013-12-07 00:00:00,15,27.449282,4.4408584322086835
2773,ILI,MARYLAND,PERCENT_UNWEIGHTED,2013-10-12 00:00:00,2014-07-19 00:00:00,32,50.649485,5.203194165128508
2774,ILI,MARYLAND,PERCENT_UNWEIGHTED,2014-06-28 00:00:00,2014-11-22 00:00:00,13,22.484399,4.264821450558317
2775,ILI,MARYLAND,PERCENT_UNWEIGHTED,2014-09-27 00:00:00,2015-05-23 00:00:00,26,60.929957,4.911580560068227
2776,ILI,MARYLAND,PERCENT_UNWEIGHTED,2015-03-28 00:00:00,2015-11-07 00:00:00,24,48.131095,4.995301973586896
2777,ILI,MARYLAND,PERCENT_UNWEIGHTED,2015-09-12 00:00:00,2016-06-18 00:00:00,32,80.24276300000001,5.245303899787155
2778,ILI,MARYLAND,PERCENT_UNWEIGHTED,2016-04-23 00:00:00,2016-09-10 00:00:00,12,27.249559,4.354863903409612
2779,ILI,MARYLAND,PERCENT_UNWEIGHTED,2016-07-16 00:00:00,2016-11-19 00:00:00,10,19.87984,4.216247461974408
2780,ILI,MARYLAND,PERCENT_UNWEIGHTED,2016-09-24 00:00:00,2017-07-01 00:00:00,32,80.768764,5.070655628827219
2781,ILI,MARYLAND,PERCENT_UNWEIGHTED,2017-05-06 00:00:00,2017-09-16 00:00:00,11,22.181346,4.293383592682881
2782,ILI,MARYLAND,PERCENT_UNWEIGHTED,2017-07-22 00:00:00,2017-11-11 00:00:00,8,16.980801,4.06717358588866
2783,ILI,MARYLAND,PERCENT_UNWEIGHTED,2017-09-16 00:00:00,2018-09-08 00:00:00,43,96.29363,5.332717105666583
2784,ILI,MARYLAND,PERCENT_UNWEIGHTED,2019-07-13 00:00:00,2020-08-15 00:00:00,49,158.26116620000002,5.2920809177102255
2785,ILI,MARYLAND,PERCENT_UNWEIGHTED,2020-06-20 00:00:00,2020-10-17 00:00:00,9,17.384618,4.154097621725395
2786,ILI,MARYLAND,PERCENT_UNWEIGHTED,2020-08-22 00:00:00,2021-04-03 00:00:00,24,36.314113,4.987016169922915
2787,ILI,MARYLAND,PERCENT_UNWEIGHTED,2021-02-06 00:00:00,2021-06-26 00:00:00,12,18.73051,4.3774981691650625
2788,ILI,MARYLAND,PERCENT_UNWEIGHTED,2021-05-01 00:00:00,2021-11-27 00:00:00,22,48.34448,4.872221139801496
2789,ILI,MARYLAND,PERCENT_UNWEIGHTED,2021-10-02 00:00:00,2022-04-02 00:00:00,18,55.66889199999999,4.586666641708957
2790,ILI,MARYLAND,PERCENT_UNWEIGHTED,2022-02-05 00:00:00,2022-09-10 00:00:00,23,52.334232,4.963435442145048
2791,ILI,MARYLAND,PERCENT_UNWEIGHTED,2022-07-16 00:00:00,2023-08-26 00:00:00,50,148.13344700000002,5.62306181112856
2792,ILI,MARYLAND,PERCENT_UNWEIGHTED,2024-06-29 00:00:00,2025-05-31 00:00:00,40,144.85707,5.289532592135987
2793,SCARLET FEVER,LOUISIANA,CASES,1927-12-17 00:00:00,1928-09-01 00:00:00,29,330.5,5.0051354389271445
2794,SCARLET FEVER,LOUISIANA,CASES,1929-07-20 00:00:00,1930-01-25 00:00:00,19,461.0,4.654696836786837
2795,SCARLET FEVER,LOUISIANA,CASES,1930-01-11 00:00:00,1930-09-13 00:00:00,27,544.0,4.961909833166008
2796,SCARLET FEVER,LOUISIANA,CASES,1930-07-19 00:00:00,1931-01-17 00:00:00,18,345.0,4.526116833043669
2797,SCARLET FEVER,LOUISIANA,CASES,1930-11-22 00:00:00,1931-05-16 00:00:00,17,542.0,4.6389478826421175
2798,SCARLET FEVER,LOUISIANA,CASES,1931-03-21 00:00:00,1931-08-22 00:00:00,14,324.0,4.27238329873307
2799,SCARLET FEVER,LOUISIANA,CASES,1932-06-25 00:00:00,1933-03-04 00:00:00,28,389.0,4.993689527292155
2800,SCARLET FEVER,LOUISIANA,CASES,1933-01-07 00:00:00,1933-07-22 00:00:00,20,267.0,4.69509440598806
2801,SCARLET FEVER,LOUISIANA,CASES,1933-05-27 00:00:00,1934-01-20 00:00:00,26,499.0,4.820790816924745
2802,SCARLET FEVER,LOUISIANA,CASES,1933-11-25 00:00:00,1934-09-01 00:00:00,32,718.0,5.06547775721233
2803,SCARLET FEVER,LOUISIANA,CASES,1934-07-07 00:00:00,1935-08-17 00:00:00,50,759.0,5.500943924167749
2804,SCARLET FEVER,LOUISIANA,CASES,1935-06-22 00:00:00,1936-07-18 00:00:00,48,631.0,5.545134583301745
2805,SCARLET FEVER,LOUISIANA,CASES,1936-05-23 00:00:00,1936-10-10 00:00:00,12,102.0,4.118380129981753
2806,SCARLET FEVER,LOUISIANA,CASES,1936-08-15 00:00:00,1937-03-27 00:00:00,24,307.0,4.756493640922813
2807,SCARLET FEVER,LOUISIANA,CASES,1937-01-30 00:00:00,1937-09-11 00:00:00,24,300.0,4.839128583631348
2808,SCARLET FEVER,LOUISIANA,CASES,1937-07-17 00:00:00,1938-01-01 00:00:00,16,215.0,4.434166485647705
2809,SCARLET FEVER,LOUISIANA,CASES,1937-11-06 00:00:00,1938-08-20 00:00:00,33,423.0,5.189808032052383
2810,SCARLET FEVER,LOUISIANA,CASES,1938-06-25 00:00:00,1939-04-29 00:00:00,36,564.0,5.230073562533151
2811,SCARLET FEVER,LOUISIANA,CASES,1939-03-04 00:00:00,1939-08-26 00:00:00,17,216.0,4.511674644625533
2812,SCARLET FEVER,LOUISIANA,CASES,1939-07-01 00:00:00,1940-03-16 00:00:00,29,432.0,4.97914683975427
2813,SCARLET FEVER,LOUISIANA,CASES,1940-01-20 00:00:00,1940-06-22 00:00:00,14,246.0,4.357848514898487
2814,SCARLET FEVER,LOUISIANA,CASES,1940-04-27 00:00:00,1940-09-28 00:00:00,14,109.0,4.327343483285464
2815,SCARLET FEVER,LOUISIANA,CASES,1940-08-03 00:00:00,1941-02-15 00:00:00,20,197.0,4.543187722936315
2816,SCARLET FEVER,LOUISIANA,CASES,1940-12-21 00:00:00,1941-06-28 00:00:00,19,182.0,4.5708248381166445
2817,SCARLET FEVER,LOUISIANA,CASES,1941-05-03 00:00:00,1941-09-27 00:00:00,13,73.0,4.187701573696166
2818,SCARLET FEVER,LOUISIANA,CASES,1941-08-02 00:00:00,1942-04-18 00:00:00,29,195.0,4.968129218876929
2819,SCARLET FEVER,LOUISIANA,CASES,1942-02-21 00:00:00,1942-09-26 00:00:00,23,140.0,4.728979092890015
2820,SCARLET FEVER,LOUISIANA,CASES,1942-08-01 00:00:00,1943-09-04 00:00:00,49,363.0,5.470358081407335
2821,SCARLET FEVER,LOUISIANA,CASES,1943-07-10 00:00:00,1944-02-26 00:00:00,25,205.0,4.825366721963507
2822,SCARLET FEVER,LOUISIANA,CASES,1944-01-01 00:00:00,1944-07-22 00:00:00,21,185.0,4.6492052424573584
2823,SCARLET FEVER,LOUISIANA,CASES,1944-05-27 00:00:00,1944-09-23 00:00:00,9,53.0,3.9175744752787804
2824,SCARLET FEVER,LOUISIANA,CASES,1944-07-29 00:00:00,1945-06-23 00:00:00,39,571.0,5.348961710514371
2825,SCARLET FEVER,LOUISIANA,CASES,1945-04-28 00:00:00,1945-09-08 00:00:00,11,172.0,4.047226901413801
2826,SCARLET FEVER,LOUISIANA,CASES,1945-07-14 00:00:00,1946-04-06 00:00:00,30,513.0,4.987992074954235
2827,SCARLET FEVER,LOUISIANA,CASES,1946-02-09 00:00:00,1946-08-24 00:00:00,20,192.0,4.48508806510285
2828,SCARLET FEVER,LOUISIANA,CASES,1946-06-29 00:00:00,1946-11-02 00:00:00,10,82.0,3.628167013448693
2829,SCARLET FEVER,LOUISIANA,CASES,1946-09-07 00:00:00,1947-01-04 00:00:00,9,70.0,3.724631219508881
2830,SCARLET FEVER,LOUISIANA,CASES,1946-11-09 00:00:00,1947-09-13 00:00:00,36,186.5,5.088842801943981
2831,SCARLET FEVER,LOUISIANA,CASES,1947-07-19 00:00:00,1948-08-07 00:00:00,47,159.0,5.389356731672327
2832,SCARLET FEVER,LOUISIANA,CASES,1948-06-12 00:00:00,1949-01-29 00:00:00,25,154.5,4.6629824379574245
2833,SCARLET FEVER,LOUISIANA,CASES,1948-12-04 00:00:00,1949-05-28 00:00:00,17,134.5,4.470923344302792
2834,SCARLET FEVER,LOUISIANA,CASES,1949-04-02 00:00:00,1949-08-13 00:00:00,11,58.5,4.1724691202538295
2835,SCARLET FEVER,LOUISIANA,CASES,1949-06-18 00:00:00,1950-02-18 00:00:00,27,112.5,5.03514634221599
2836,SCARLET FEVER,LOUISIANA,CASES,1949-12-24 00:00:00,1950-09-02 00:00:00,28,124.0,4.914184620850046
2837,SCARLET FEVER,LOUISIANA,CASES,1964-10-17 00:00:00,1965-05-29 00:00:00,24,139.82769423558898,4.332627206863178
2838,SCARLET FEVER,LOUISIANA,CASES,1965-04-03 00:00:00,1965-10-09 00:00:00,19,117.5,4.345232215900606
2839,SCARLET FEVER,LOUISIANA,CASES,1965-08-14 00:00:00,1965-12-18 00:00:00,10,57.0,3.394513927859795
2840,SCARLET FEVER,LOUISIANA,CASES,1965-10-23 00:00:00,1966-11-26 00:00:00,49,189.5,5.067235793315307
2841,COVID-19,TN,HOSPITALIZATIONS,2020-08-08 00:00:00,2021-07-10 00:00:00,40,74242.0,5.330222048689035
2842,COVID-19,TN,HOSPITALIZATIONS,2021-05-15 00:00:00,2021-12-25 00:00:00,24,55780.0,4.419562724334275
2843,COVID-19,TN,HOSPITALIZATIONS,2021-10-30 00:00:00,2022-05-21 00:00:00,21,26818.0,4.295629670210915
2844,COVID-19,TN,HOSPITALIZATIONS,2022-03-26 00:00:00,2022-11-26 00:00:00,27,15713.0,4.947650204928792
2845,COVID-19,TN,HOSPITALIZATIONS,2022-10-01 00:00:00,2023-07-22 00:00:00,34,14377.0,5.154793905271705
2846,COVID-19,TN,HOSPITALIZATIONS,2023-05-27 00:00:00,2023-11-18 00:00:00,17,5924.0,4.487364573567385
2847,COVID-19,TN,HOSPITALIZATIONS,2023-09-23 00:00:00,2024-07-13 00:00:00,34,11581.0,5.029763636454973
2848,COVID-19,TN,HOSPITALIZATIONS,2024-05-18 00:00:00,2024-10-26 00:00:00,15,1078.0,4.264934929105358
2849,COVID-19,TN,HOSPITALIZATIONS,2024-08-31 00:00:00,2025-05-31 00:00:00,31,5542.0,4.869038787678995
2850,COVID-19,MALAYSIA,CASES,2020-06-27 00:00:00,2021-04-24 00:00:00,35,381696.0,4.722569393854336
2851,COVID-19,MALAYSIA,CASES,2021-02-27 00:00:00,2022-01-22 00:00:00,39,2548817.0,5.168809334920031
2852,COVID-19,MALAYSIA,CASES,2021-11-27 00:00:00,2022-07-09 00:00:00,24,2010963.0,4.377458738898741
2853,COVID-19,MALAYSIA,CASES,2022-05-14 00:00:00,2022-11-05 00:00:00,17,466910.0,4.616933646466043
2854,COVID-19,MALAYSIA,CASES,2022-09-10 00:00:00,2023-10-07 00:00:00,48,288034.0,4.858938417586974
2855,COVID-19,DE,HOSPITALIZATIONS,2021-03-06 00:00:00,2021-07-31 00:00:00,13,1587.0,4.082634948263586
