unique_id,disease,location,event,start_date,end_date,duration,total,mean,median,variance,skewness,excess_kurtosis
955,DIPHTHERIA,ALABAMA,CASES,1954-04-24 00:00:00,1954-10-30 00:00:00,19,116.5,17.433476394849787,17.0,35.06960894472177,-0.644933000637094,0.36503844755394077
956,DIPHTHERIA,ALABAMA,CASES,1954-09-04 00:00:00,1955-05-14 00:00:00,28,161.5,12.983488132094944,11.0,76.53636306513263,0.7384580276987474,-0.09346215106961919
957,DIPHTHERIA,ALABAMA,CASES,1956-05-12 00:00:00,1957-03-09 00:00:00,35,136.70000000000002,24.00390148744209,23.0,97.67152830436501,-0.18499141730507057,-0.26006963170938047
958,DIPHTHERIA,ALABAMA,CASES,1957-01-12 00:00:00,1957-07-06 00:00:00,17,71.0,12.727699530516434,13.0,52.60425621018758,-0.02939787372477376,-1.046315662479205
959,DIPHTHERIA,ALABAMA,CASES,1957-05-11 00:00:00,1958-01-25 00:00:00,29,113.66666666666669,18.382697947214076,19.0,92.13799975920399,-0.00499040036623132,-0.7450298555815769
960,DIPHTHERIA,ALABAMA,CASES,1957-11-30 00:00:00,1958-05-10 00:00:00,15,41.25,11.581818181818184,11.0,39.608962350780544,0.21643095854171635,-0.8807956821232512
961,DIPHTHERIA,ALABAMA,CASES,1958-03-15 00:00:00,1958-08-02 00:00:00,12,25.0,9.52,9.0,32.4096,0.21061870536615157,-1.0071292725623857
962,DIPHTHERIA,ALABAMA,CASES,1958-06-07 00:00:00,1958-11-29 00:00:00,17,48.0,14.635416666666666,16.0,42.887912326388886,-0.5099190230622278,-0.6232735676553895
963,DIPHTHERIA,ALABAMA,CASES,1958-10-04 00:00:00,1959-04-18 00:00:00,20,70.25,12.062870699881374,11.0,63.62475427391019,0.3579132720317558,-0.8674956899401463
964,DIPHTHERIA,ALABAMA,CASES,1959-02-21 00:00:00,1959-08-29 00:00:00,19,41.66666666666666,13.040000000000003,12.0,57.186400000000006,0.16855827266302764,-1.0141396428941312
965,DIPHTHERIA,ALABAMA,CASES,1959-07-04 00:00:00,1960-08-20 00:00:00,51,122.55555555555554,26.807796917497733,25.0,197.77992107571126,0.3100123184082208,-0.510854841337804
966,DIPHTHERIA,ALABAMA,CASES,1960-06-25 00:00:00,1961-04-08 00:00:00,33,56.5,20.60176991150443,21.0,111.30158978776724,-0.028398641617490613,-0.6675837836393987
967,DIPHTHERIA,ALABAMA,CASES,1961-02-11 00:00:00,1961-09-16 00:00:00,23,53.5,18.47663551401869,20.0,73.09992139051445,-0.500414694945437,-0.7055242668331232
968,DIPHTHERIA,ALABAMA,CASES,1961-07-22 00:00:00,1961-12-02 00:00:00,11,45.875,9.576748410535876,10.0,35.13784265150747,0.05531985739318262,-1.0937368227117479
969,DIPHTHERIA,ALABAMA,CASES,1961-10-07 00:00:00,1962-03-24 00:00:00,16,57.99999999999999,11.172413793103448,11.0,43.48751486325802,0.20950176495554554,-0.710663188698287
970,DIPHTHERIA,ALABAMA,CASES,1962-01-27 00:00:00,1963-02-02 00:00:00,45,106.2,26.86032642812304,28.0,205.85086166368956,-0.10795962594919943,-1.0584787134368243
971,DIPHTHERIA,ALABAMA,CASES,1962-12-08 00:00:00,1963-05-25 00:00:00,16,28.5,11.040935672514621,10.0,52.98662836428304,0.19610847065270062,-1.2095855149160208
972,DIPHTHERIA,ALABAMA,CASES,1963-03-30 00:00:00,1964-01-04 00:00:00,32,52.71428571428572,21.120596205962066,22.0,119.05456224616448,-0.20078846239229725,-0.8925016246464272
973,DIPHTHERIA,ALABAMA,CASES,1963-11-09 00:00:00,1964-08-29 00:00:00,34,58.5,20.470085470085472,20.0,124.57389144568631,0.09985520081010175,-0.8952544535649065
974,DIPHTHERIA,ALABAMA,CASES,1964-07-04 00:00:00,1965-02-20 00:00:00,25,52.30882352941177,16.808827663761594,17.0,68.17374270771938,-0.06788495225461373,-0.5573299332330408
975,DIPHTHERIA,ALABAMA,CASES,1964-12-26 00:00:00,1965-07-31 00:00:00,23,43.5,15.14176245210728,14.0,65.94925206617637,0.11593579721989115,-0.7610783951641356
976,DIPHTHERIA,ALABAMA,CASES,1967-12-30 00:00:00,1968-12-14 00:00:00,42,116.5,26.07296137339055,27.0,156.29939766803585,-0.1656001800373351,-0.7847594685622576
977,DIPHTHERIA,ALABAMA,CASES,1968-10-19 00:00:00,1969-02-15 00:00:00,9,21.5,7.930232558139535,7.0,24.53001622498648,0.25944624271594124,-1.0657966660802545
978,DIPHTHERIA,ALABAMA,CASES,1968-12-21 00:00:00,1969-11-29 00:00:00,41,143.6086956521739,23.408113835906747,23.0,101.69659780478281,0.2556211245012247,0.051246936219221606
979,DIPHTHERIA,ALABAMA,CASES,1969-10-04 00:00:00,1970-10-03 00:00:00,44,78.5,28.39915074309979,30.0,213.25044513863534,-0.23087466448612662,-1.080094712987094
980,DIPHTHERIA,ALABAMA,CASES,1970-08-08 00:00:00,1971-02-27 00:00:00,21,52.369565217391305,12.311470873114708,12.0,57.58293608200066,0.40681741100982727,-0.5284473194519834
981,COVID-19,GABON,CASES,2020-09-26 00:00:00,2021-08-21 00:00:00,39,16971.0,25.23375169406635,25.0,54.3695543591797,0.002797353688796418,1.4570953587441666
982,COVID-19,GABON,CASES,2021-06-26 00:00:00,2021-12-25 00:00:00,18,13175.0,15.138671726755218,15.0,21.020997856183545,-0.42362423390614345,1.5848161551174726
983,COVID-19,GABON,CASES,2021-10-30 00:00:00,2022-05-21 00:00:00,21,13021.0,8.509561477613087,9.0,17.85162887612604,-0.4594795403347814,0.6900461887949976
984,COVID-19,GABON,CASES,2022-03-26 00:00:00,2022-10-15 00:00:00,21,1240.0,16.745967741935484,16.0,31.087886966701355,0.39872107634976467,1.0393006995794174
985,SCARLET FEVER,NEW YORK,CASES,1932-08-06 00:00:00,1933-09-23 00:00:00,51,18195.0,29.82967848309975,31.0,121.85024312278793,-0.21470124433461882,0.02455947621531429
986,SCARLET FEVER,NEW YORK,CASES,1940-08-10 00:00:00,1941-09-27 00:00:00,51,11626.0,31.172658982739836,32.0,128.58447295160104,-0.28965341826081287,-0.0449199718643265
987,SCARLET FEVER,NEW YORK,CASES,1945-08-11 00:00:00,1946-09-28 00:00:00,51,13249.5,30.957960677761434,33.0,118.2375624814154,-0.4520260955270444,0.3491708260927622
988,SCARLET FEVER,NEW YORK,CASES,1947-08-09 00:00:00,1948-09-25 00:00:00,51,5622.0,30.101921024546424,31.0,155.82436841923425,-0.09311597185827548,-0.3667269819410097
989,SCARLET FEVER,NEW YORK,CASES,1949-08-06 00:00:00,1950-05-20 00:00:00,33,3782.0,27.118455843469064,29.0,98.25090739876411,-0.7238012845278372,-0.08787073556743064
990,SCARLET FEVER,NEW YORK,CASES,1950-03-25 00:00:00,1950-09-30 00:00:00,19,2340.0,8.694444444444446,8.0,41.70535375118709,0.8822651717871272,0.43644616612551745
991,SCARLET FEVER,NEW YORK,CASES,1951-08-18 00:00:00,1952-07-05 00:00:00,38,6142.0,28.36991208075546,29.0,119.78110709093517,-0.24375866260698428,-0.777835698069568
992,COVID-19,UGANDA,CASES,2020-06-06 00:00:00,2021-04-17 00:00:00,37,40927.0,24.29674786815549,26.0,52.19153607988005,-0.38125649070220397,0.7687852562110837
993,COVID-19,UGANDA,CASES,2021-02-20 00:00:00,2021-09-04 00:00:00,20,80447.0,20.316556241997834,19.0,27.721960778416637,-0.23105971504904943,-0.09059947666108137
994,COVID-19,UGANDA,CASES,2021-07-10 00:00:00,2021-12-04 00:00:00,13,44799.0,6.444184021964777,7.0,17.469635084419807,0.7943011967642196,1.3919754432682119
995,COVID-19,UGANDA,CASES,2021-10-09 00:00:00,2022-05-21 00:00:00,24,40296.0,12.34293726424459,13.0,15.096087699657634,-0.571820408456843,4.1383756000699305
996,COVID-19,UGANDA,CASES,2022-03-26 00:00:00,2022-10-29 00:00:00,23,5761.0,12.162298212115953,12.0,16.721966875832596,-1.1866731023836872,2.052264669845944
997,COVID-19,UGANDA,CASES,2022-09-03 00:00:00,2023-04-15 00:00:00,24,1348.0,18.98145400593472,19.0,41.82977474046615,0.3424055310089118,-0.791088683022497
998,COVID-19,UGANDA,CASES,2023-02-18 00:00:00,2023-11-11 00:00:00,30,1544.0,19.161917098445596,19.0,125.48803155789417,-0.01765739468370546,-1.1805908036345176
999,COVID-19,ROMANIA,CASES,2020-05-02 00:00:00,2021-03-06 00:00:00,36,814360.0,29.46717667861879,30.0,69.0142303558862,-0.6413795475444545,0.8144760942510478
1000,COVID-19,ROMANIA,CASES,2021-01-09 00:00:00,2021-08-07 00:00:00,22,447316.0,9.034686888016525,10.0,29.374057262082143,0.2658076988489911,0.40928923855183497
1001,COVID-19,ROMANIA,CASES,2021-06-12 00:00:00,2022-01-08 00:00:00,22,761083.0,18.956078377785335,19.0,16.638721122417145,0.4343121523696987,2.118534548300116
1002,COVID-19,ROMANIA,CASES,2021-11-13 00:00:00,2022-07-02 00:00:00,25,1217872.0,12.299573354178433,12.0,24.213371403821448,0.2889855076380548,2.8298558178280295
1003,COVID-19,ROMANIA,CASES,2022-05-07 00:00:00,2022-12-31 00:00:00,26,414604.0,14.340645531639833,13.0,32.530801945060624,0.941878772856814,2.452837529775005
1004,CHICKENPOX [VARICELLA],IOWA,CASES,1972-02-19 00:00:00,1972-09-09 00:00:00,21,4582.0,7.760293903681071,8.0,26.937084854694394,0.7713662960803683,1.1437729204333662
1005,CHICKENPOX [VARICELLA],IOWA,CASES,1973-07-21 00:00:00,1974-05-18 00:00:00,35,7095.0,30.14334038054968,31.0,77.08882633304877,-0.5098292058763707,-0.35080849718335205
1006,CHICKENPOX [VARICELLA],IOWA,CASES,1974-03-23 00:00:00,1974-09-14 00:00:00,17,3393.0,6.034777483053346,6.0,18.038283600648306,1.066607799816627,2.67790541433246
1007,CHICKENPOX [VARICELLA],IOWA,CASES,1974-07-20 00:00:00,1975-09-06 00:00:00,51,9349.5,29.84678325044119,31.0,94.92860762674549,-0.10856678477017624,-0.6191063865365956
1008,CHICKENPOX [VARICELLA],IOWA,CASES,1979-07-28 00:00:00,1980-09-13 00:00:00,51,9429.833333333334,30.578925042860426,31.0,83.17690857422555,-0.11598101461371442,-0.23044448757376435
1009,CHICKENPOX [VARICELLA],IOWA,CASES,1980-07-19 00:00:00,1981-01-31 00:00:00,20,5084.0,20.149062418043535,20.0,26.958373104679914,-0.3199417655513483,-0.07488483209252994
1010,CHICKENPOX [VARICELLA],IOWA,CASES,1980-12-06 00:00:00,1981-09-19 00:00:00,33,8124.5,12.917246189509097,13.0,58.52799497668533,0.24535501309975705,-0.44135483082974636
1011,SCARLET FEVER,UTAH,CASES,1928-03-31 00:00:00,1928-08-25 00:00:00,13,113.0,10.637168141592918,10.0,38.67366277703814,0.0770231661416521,-1.1442306372394238
1012,SCARLET FEVER,UTAH,CASES,1928-06-30 00:00:00,1928-12-29 00:00:00,18,199.0,15.502512562814069,17.0,51.80778263175172,-0.4688712635464666,-0.7854261832760003
1013,SCARLET FEVER,UTAH,CASES,1928-11-03 00:00:00,1929-09-07 00:00:00,36,374.0,18.101604278074863,16.0,135.60464983270896,0.3845003212187635,-0.8327324467209696
1014,SCARLET FEVER,UTAH,CASES,1929-07-13 00:00:00,1929-11-16 00:00:00,10,114.0,10.6140350877193,11.0,23.500153893505697,-0.4611839918794481,-0.615271971567672
1015,SCARLET FEVER,UTAH,CASES,1929-09-21 00:00:00,1930-03-29 00:00:00,19,291.0,13.855670103092782,14.0,63.41559499769724,-0.048101226232045186,-1.0466718024077042
1016,SCARLET FEVER,UTAH,CASES,1930-02-01 00:00:00,1930-09-06 00:00:00,23,209.0,11.411483253588516,10.0,65.74455713010234,0.6274431433839703,-0.42819218431532136
1017,SCARLET FEVER,UTAH,CASES,1930-07-12 00:00:00,1931-01-24 00:00:00,20,164.0,16.652439024390244,17.0,47.43407941701368,-0.3092528927948671,-0.4841765132047975
1018,SCARLET FEVER,UTAH,CASES,1930-11-29 00:00:00,1931-09-05 00:00:00,32,280.0,14.86785714285714,14.0,72.50753826530612,0.4712993447555189,0.18338263601962357
1019,SCARLET FEVER,UTAH,CASES,1931-07-11 00:00:00,1932-02-06 00:00:00,22,202.0,20.905940594059405,22.0,46.60996470934221,-0.7577905215734515,0.18964064104144684
1020,SCARLET FEVER,UTAH,CASES,1931-12-12 00:00:00,1932-09-03 00:00:00,30,321.0,12.230529595015575,13.0,61.52941062295591,0.9653696962086489,1.4671742151808234
1021,SCARLET FEVER,UTAH,CASES,1932-07-09 00:00:00,1933-06-10 00:00:00,40,353.0,28.09631728045326,27.0,97.01621873219432,-0.23330999498820254,0.160387358880278
1022,SCARLET FEVER,UTAH,CASES,1933-04-15 00:00:00,1933-09-23 00:00:00,15,94.0,10.47872340425532,10.0,43.568696242643725,0.34702072450463883,-0.8391691870982987
1023,SCARLET FEVER,UTAH,CASES,1933-07-29 00:00:00,1934-04-07 00:00:00,28,269.0,21.35315985130112,22.0,77.44033388151077,-0.2911530247003508,-0.5863682585828287
1024,SCARLET FEVER,UTAH,CASES,1934-02-10 00:00:00,1934-09-01 00:00:00,21,176.5,11.518413597733712,10.0,66.52161561363947,0.5498553587220253,-0.634850826017229
1025,SCARLET FEVER,UTAH,CASES,1936-08-01 00:00:00,1937-01-16 00:00:00,16,308.0,14.529220779220779,15.0,40.39200328891887,-0.5027694858470376,-0.5497542705268796
1026,SCARLET FEVER,UTAH,CASES,1936-11-21 00:00:00,1937-08-14 00:00:00,30,582.0,15.840206185567016,15.0,100.42979239735008,0.30086119776637044,-0.8463834745219554
1027,SCARLET FEVER,UTAH,CASES,1938-08-20 00:00:00,1939-09-02 00:00:00,46,911.0,26.824368825466514,27.0,137.13271022181627,0.03633656464244008,-0.3621035054163575
1028,SCARLET FEVER,UTAH,CASES,1940-08-24 00:00:00,1941-02-08 00:00:00,16,173.5,13.219020172910662,13.0,35.168168492388446,-0.20928760587668005,-0.23356015970974164
1029,SCARLET FEVER,UTAH,CASES,1940-12-14 00:00:00,1941-09-20 00:00:00,32,269.5,15.769944341372911,15.0,75.03056233456445,0.41102473876642315,-0.07878598590219354
1030,SCARLET FEVER,UTAH,CASES,1944-08-26 00:00:00,1945-09-22 00:00:00,48,1279.0,25.408913213448006,25.0,97.58024893617412,0.2831922586568459,0.6390758926544069
1031,SCARLET FEVER,UTAH,CASES,1946-08-17 00:00:00,1947-04-12 00:00:00,26,515.0,20.08349514563107,21.0,74.97749458007353,-0.3486549499600213,-0.5631164366788126
1032,SCARLET FEVER,UTAH,CASES,1947-02-15 00:00:00,1947-10-25 00:00:00,28,335.0,11.946268656716418,10.0,82.68965025618176,0.9372246766382711,0.08732964062563653
1033,SCARLET FEVER,UTAH,CASES,1947-08-30 00:00:00,1948-08-28 00:00:00,44,567.6666666666666,25.15267175572519,25.0,97.77821805256104,0.06294630414115947,0.09650792672745201
1034,SCARLET FEVER,UTAH,CASES,1948-07-03 00:00:00,1948-10-23 00:00:00,8,36.0,8.731481481481481,8.0,20.751971879286693,0.08780991297499145,-1.248666909777618
1035,SCARLET FEVER,UTAH,CASES,1948-08-28 00:00:00,1949-02-26 00:00:00,18,123.0,15.65582655826558,16.0,45.57531157967406,-0.4484503385245058,-0.41844838578964927
1036,SCARLET FEVER,UTAH,CASES,1949-01-01 00:00:00,1949-09-03 00:00:00,27,158.16666666666666,13.709167544783982,13.0,68.73522680965267,0.48515341703590015,-0.29035966659743195
1037,SCARLET FEVER,UTAH,CASES,1949-07-09 00:00:00,1950-03-04 00:00:00,26,114.0,20.4093567251462,21.0,74.06342122362437,-0.5473664796160861,-0.31384495695336323
1038,SCARLET FEVER,UTAH,CASES,1950-01-07 00:00:00,1950-06-03 00:00:00,13,72.0,9.805555555555557,9.0,37.28163580246914,0.2834289810897039,-1.010707178896751
1039,SCARLET FEVER,UTAH,CASES,1950-04-08 00:00:00,1950-09-23 00:00:00,16,46.5,10.43010752688172,9.0,41.95479246155626,0.39358442509374325,-0.7950642645642461
1040,SCARLET FEVER,MONTANA,CASES,1927-11-12 00:00:00,1928-04-28 00:00:00,16,425.0,9.559999999999999,8.0,40.04875294117645,0.31424450290539935,-1.0053163910671141
1041,SCARLET FEVER,MONTANA,CASES,1928-03-03 00:00:00,1928-09-01 00:00:00,18,278.5,8.533213644524238,9.0,38.92035107284794,0.8258697654797703,0.5798585038978006
1042,SCARLET FEVER,MONTANA,CASES,1930-07-19 00:00:00,1931-08-22 00:00:00,49,1271.0,28.46420141620771,29.0,127.92456425211444,-0.01987169994970228,-0.22780424451795023
1043,SCARLET FEVER,MONTANA,CASES,1931-06-27 00:00:00,1932-08-13 00:00:00,51,1110.0,31.042342342342344,31.0,138.32883775667563,-0.08491169219195199,0.07675730426472605
1044,SCARLET FEVER,MONTANA,CASES,1933-07-15 00:00:00,1934-01-20 00:00:00,19,288.5,16.889081455805893,17.0,40.6740055687549,-0.2700626085496147,-0.5972016204691433
1045,SCARLET FEVER,MONTANA,CASES,1933-11-25 00:00:00,1934-08-25 00:00:00,31,432.0,14.629629629629633,13.0,103.69152949245543,0.6141438011211127,-0.41482540792929967
1046,SCARLET FEVER,MONTANA,CASES,1934-06-30 00:00:00,1935-06-08 00:00:00,41,646.0,26.613003095975234,27.0,116.52825197212664,-0.1453724789869083,-0.22823222447270597
1047,SCARLET FEVER,MONTANA,CASES,1935-04-13 00:00:00,1935-08-31 00:00:00,12,134.0,8.194029850746269,8.0,27.52951659612386,0.3764174364600609,-0.41730547067772905
1048,SCARLET FEVER,MONTANA,CASES,1936-07-25 00:00:00,1937-08-28 00:00:00,49,1766.0,25.08550396375991,24.0,141.67728703367624,0.4697600420653324,-0.2552091888628163
1049,SCARLET FEVER,MONTANA,CASES,1938-07-02 00:00:00,1939-01-28 00:00:00,22,526.5,19.002849002849004,20.0,58.29913718232806,-0.5685371565834604,-0.38160304654754773
1050,SCARLET FEVER,MONTANA,CASES,1938-12-03 00:00:00,1939-09-02 00:00:00,31,717.0,14.655509065550905,13.0,98.76138178408797,0.5833634091159315,-0.40487025190930837
1051,SCARLET FEVER,MONTANA,CASES,1941-08-02 00:00:00,1942-01-31 00:00:00,18,505.0,17.04950495049505,18.0,40.80745024997549,-0.6979712424577462,-0.10415594437441955
1052,SCARLET FEVER,MONTANA,CASES,1941-12-06 00:00:00,1942-08-29 00:00:00,30,698.0,12.325214899713469,11.0,84.64924959565194,0.7565724304497772,0.022091640934752466
1053,SCARLET FEVER,MONTANA,CASES,1942-07-04 00:00:00,1943-05-15 00:00:00,37,417.0,25.6115107913669,27.0,139.29272121870846,-0.2717610224241612,-0.8225676568006781
1054,SCARLET FEVER,MONTANA,CASES,1943-03-20 00:00:00,1943-08-21 00:00:00,14,163.0,9.233128834355831,9.0,34.69411720426061,0.4126361077837183,-0.6894094245165077
1055,SCARLET FEVER,MONTANA,CASES,1944-08-05 00:00:00,1945-02-03 00:00:00,18,336.5,15.12035661218425,16.0,49.96619779259001,-0.4718799850479004,-0.5989836385307767
1056,SCARLET FEVER,MONTANA,CASES,1944-12-09 00:00:00,1945-05-19 00:00:00,15,471.0,12.127388535031848,12.0,46.136638403180655,-0.08797740369562501,-1.0010496190125255
1057,SCARLET FEVER,MONTANA,CASES,1945-03-24 00:00:00,1945-09-08 00:00:00,16,262.0,7.927480916030535,7.0,31.639779150399157,1.0262514567296706,0.6890026990756879
1058,SCARLET FEVER,MONTANA,CASES,1945-07-14 00:00:00,1946-03-23 00:00:00,28,334.0,20.173652694610777,20.0,74.92792857398975,-0.1031322770635354,-0.4405240608274914
1059,SCARLET FEVER,MONTANA,CASES,1946-01-26 00:00:00,1946-08-24 00:00:00,22,193.0,11.606217616580313,11.0,49.35788880238396,0.4472636861369368,-0.22689514612527217
1060,SCARLET FEVER,MONTANA,CASES,1946-06-29 00:00:00,1947-01-25 00:00:00,22,136.0,18.095588235294116,20.0,72.49821583044981,-0.4269659444214451,-0.8268193618903097
1061,SCARLET FEVER,MONTANA,CASES,1946-11-30 00:00:00,1947-04-12 00:00:00,11,113.0,9.274336283185841,9.0,32.16367765682513,0.03470956737908901,-1.1298338990834362
1062,SCARLET FEVER,MONTANA,CASES,1947-03-22 00:00:00,1947-08-23 00:00:00,14,104.5,9.090909090909088,9.0,38.14963027403218,0.46013380206694143,-0.5157540100441769
1063,SCARLET FEVER,MONTANA,CASES,1947-06-28 00:00:00,1948-01-31 00:00:00,23,375.5,20.884154460719046,22.0,49.668337467486765,-0.5604601984701973,-0.1573622348177297
1064,SCARLET FEVER,MONTANA,CASES,1947-12-06 00:00:00,1948-09-11 00:00:00,32,415.0,12.933333333333335,11.0,83.39555555555555,0.8484802222807636,0.3170764500986243
1065,SCARLET FEVER,MONTANA,CASES,1949-07-23 00:00:00,1950-04-29 00:00:00,32,333.0,26.3993993993994,27.0,73.28492456420386,-0.666644321528293,0.2673868890915081
1066,SCARLET FEVER,MONTANA,CASES,1950-03-04 00:00:00,1950-10-07 00:00:00,23,190.0,9.433333333333334,9.0,48.31222222222222,1.0754990595284883,0.9529070728232627
1067,SCARLET FEVER,MONTANA,CASES,1950-08-12 00:00:00,1951-01-13 00:00:00,14,92.0,13.188405797101446,14.0,29.02972064692291,-0.7415594670912911,-0.035097840198283325
1068,SCARLET FEVER,MONTANA,CASES,1950-11-18 00:00:00,1951-04-28 00:00:00,15,201.0,11.601990049751244,11.0,41.125170169055224,-0.04178998582277225,-0.8660175022464403
1069,SCARLET FEVER,MONTANA,CASES,1951-03-03 00:00:00,1951-09-15 00:00:00,20,110.0,9.490909090909092,7.0,42.15900826446282,0.922687048626108,0.2006414868269215
1070,SCARLET FEVER,MONTANA,CASES,1965-06-12 00:00:00,1966-03-12 00:00:00,31,1495.6666666666663,22.69823935814575,24.0,111.62278049719842,-0.3553367336790396,-0.8446273069038361
1071,SCARLET FEVER,MONTANA,CASES,1966-01-15 00:00:00,1967-01-21 00:00:00,45,2567.7333333333336,26.712638903312918,27.0,240.2882824639597,-0.010587519817234005,-1.1911132856754116
1072,MEASLES,OREGON,CASES,1929-08-31 00:00:00,1930-02-01 00:00:00,14,306.0,13.640522875816997,14.0,30.53744286385579,-0.46493615474645683,-0.4854139517394924
1073,MEASLES,OREGON,CASES,1929-12-07 00:00:00,1930-09-27 00:00:00,34,2171.0,21.160755412252417,21.0,74.60382144685579,-0.15964159540527037,0.1509335096245632
1074,MEASLES,OREGON,CASES,1930-08-02 00:00:00,1930-12-27 00:00:00,13,708.0,12.316384180790962,12.0,32.66543777330907,-0.3698560293327805,-0.5546299381028645
1075,MEASLES,OREGON,CASES,1930-11-01 00:00:00,1931-10-10 00:00:00,41,2641.0,20.03937902309731,21.0,90.42707481317602,0.005902519835708322,-0.16157811347632878
1076,MEASLES,OREGON,CASES,1931-08-15 00:00:00,1932-10-01 00:00:00,51,4705.0,35.83018065887354,36.0,59.943743750571734,-0.6753805043168136,3.0686348027586927
1077,MEASLES,OREGON,CASES,1932-08-06 00:00:00,1933-01-28 00:00:00,17,664.0,14.612951807228912,16.0,43.36977200972564,-0.47204451493673694,-0.5733418831434514
1078,MEASLES,OREGON,CASES,1932-12-03 00:00:00,1933-10-21 00:00:00,38,2227.0,17.938931297709924,16.0,97.50502678782603,0.4554914773286901,-0.16947128815027535
1079,MEASLES,OREGON,CASES,1933-08-26 00:00:00,1933-12-23 00:00:00,9,278.0,9.85611510791367,10.0,22.231095698980383,-0.5104172453203536,-0.5929743989531469
1080,MEASLES,OREGON,CASES,1933-10-28 00:00:00,1934-10-13 00:00:00,42,1972.0,21.182048681541588,21.0,88.14079336882688,-0.0037299034499215316,0.4499772779502167
1081,MEASLES,OREGON,CASES,1934-08-18 00:00:00,1935-09-21 00:00:00,49,4560.0,35.80701754385965,36.0,81.90617882425362,-0.3153728154944879,0.9864535317347789
1082,MEASLES,OREGON,CASES,1936-08-22 00:00:00,1937-04-24 00:00:00,27,243.0,19.98628257887517,21.0,89.92848124250857,-0.29653097378310994,-0.8332552792306465
1083,MEASLES,OREGON,CASES,1937-02-27 00:00:00,1937-10-02 00:00:00,23,214.0,13.69158878504673,12.0,77.00768626080881,0.36428871385466816,-0.9288346587970215
1084,MEASLES,OREGON,CASES,1938-09-24 00:00:00,1939-10-14 00:00:00,47,1934.5,31.147324890152497,32.0,112.90670064942182,-0.37449121645343536,0.17434639901878102
1085,MEASLES,OREGON,CASES,1940-09-14 00:00:00,1941-09-27 00:00:00,46,6624.0,27.343221618357493,27.0,49.56660411392878,0.019051968048549684,2.263236590215717
1086,MEASLES,OREGON,CASES,1943-08-28 00:00:00,1944-10-14 00:00:00,51,3515.5,30.61868866448585,32.0,148.99256212622478,-0.10426436151033505,-0.17087679982141513
1087,MEASLES,OREGON,CASES,1944-08-19 00:00:00,1944-12-23 00:00:00,10,476.0,9.136554621848742,9.0,28.189336028529063,-0.09529718405983342,-1.0418933745992756
1088,MEASLES,OREGON,CASES,1944-10-28 00:00:00,1945-11-17 00:00:00,47,2182.5,23.503780068728524,24.0,141.72673256102314,0.15521278838792907,-0.2030330691483111
1089,MEASLES,OREGON,CASES,1945-09-22 00:00:00,1946-11-02 00:00:00,50,6523.5,29.782632022687203,30.0,61.34295580718486,-0.14091316498877177,1.816697122053161
1090,MEASLES,OREGON,CASES,1946-09-07 00:00:00,1947-10-11 00:00:00,49,1142.0,25.544074722708693,24.0,176.66136740130503,0.3666563753003011,-0.30770378481641947
1091,MEASLES,OREGON,CASES,1947-08-16 00:00:00,1948-01-10 00:00:00,13,226.0,11.336283185840706,12.0,34.63912600830136,-0.21787229329363617,-0.7841452350486611
1092,MEASLES,OREGON,CASES,1947-11-15 00:00:00,1948-10-23 00:00:00,41,5028.5,28.861058632461642,29.0,63.818851141403314,-0.556630145450071,2.017091937292144
1093,MEASLES,OREGON,CASES,1949-09-17 00:00:00,1950-08-12 00:00:00,39,841.0,21.472057074910822,20.0,152.54172811089228,0.30911220144026674,-0.7281759118188234
1094,MEASLES,OREGON,CASES,1950-06-17 00:00:00,1950-11-18 00:00:00,14,246.0,10.613821138211382,10.0,43.49720735012228,0.07478795714406389,-1.0315443799514774
1095,MEASLES,OREGON,CASES,1950-09-23 00:00:00,1951-10-20 00:00:00,48,9630.0,32.920872274143306,33.0,45.20453838763212,-0.6221973630206127,3.8936996356785745
1096,MEASLES,OREGON,CASES,1951-08-25 00:00:00,1951-12-29 00:00:00,10,410.0,9.780487804878048,10.0,24.159131469363476,-0.03224112718635121,-0.9431185221957281
1097,MEASLES,OREGON,CASES,1951-11-03 00:00:00,1952-04-05 00:00:00,14,1164.5,13.502361528553024,14.0,35.86270374048646,-0.639237242631905,-0.34963981517763676
1098,MEASLES,OREGON,CASES,1952-02-09 00:00:00,1952-10-18 00:00:00,28,2325.5,13.597075897656419,13.0,66.2083251413047,0.451726659290787,-0.040967849813693835
1099,MEASLES,OREGON,CASES,1955-09-17 00:00:00,1956-01-28 00:00:00,11,427.5,9.346198830409357,9.0,35.62751479087583,0.11571420488533,-1.1323707658261717
1100,MEASLES,OREGON,CASES,1955-12-03 00:00:00,1956-11-03 00:00:00,40,2072.5,23.908805790108563,24.0,109.13909012995441,-0.11386278120646179,-0.28108459002273634
1101,MEASLES,OREGON,CASES,1956-09-08 00:00:00,1957-10-19 00:00:00,50,15012.75,33.90030141046777,35.0,72.64505344697793,-0.5672145745396265,1.2262540474976493
1102,MEASLES,OREGON,CASES,1962-09-15 00:00:00,1963-10-12 00:00:00,48,6038.0,27.792894998343822,28.0,107.67166531888522,-0.1285002626726054,0.3211790482106087
1103,MEASLES,OREGON,CASES,1964-09-05 00:00:00,1965-09-25 00:00:00,47,3760.0,27.54082446808511,28.0,97.24487591599707,-0.15541691820498507,0.23070136800437924
