unique_id,disease,location,event,start_date,end_date,duration,total,PE
2422,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2020-07-11 00:00:00,2021-04-10 00:00:00,31,21.118108,0.9237047222916803
2423,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2021-02-13 00:00:00,2021-11-13 00:00:00,31,30.707384999999995,0.9724158804831857
2424,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2021-09-18 00:00:00,2022-09-03 00:00:00,42,48.033329,0.9179705031028711
2425,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2023-07-15 00:00:00,2024-02-17 00:00:00,23,31.442406,0.9450887699778396
2426,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2023-12-23 00:00:00,2024-08-24 00:00:00,27,45.629788000000005,0.9695113700407173
2427,ILI,SOUTH DAKOTA,PERCENT_UNWEIGHTED,2024-06-29 00:00:00,2025-05-31 00:00:00,40,56.15496800000001,0.958969409091033
2428,INFLUENZA,ME,HOSPITALIZATIONS,2022-08-13 00:00:00,2023-05-20 00:00:00,32,1147.0,0.7920546453656989
2429,INFLUENZA,ME,HOSPITALIZATIONS,2023-03-25 00:00:00,2023-09-30 00:00:00,19,45.0,0.9572692011644616
2430,INFLUENZA,ME,HOSPITALIZATIONS,2023-08-05 00:00:00,2024-08-17 00:00:00,46,946.0,0.9915847621593809
2431,INFLUENZA,ME,HOSPITALIZATIONS,2024-06-22 00:00:00,2024-11-23 00:00:00,14,30.0,0.9435361313459399
2432,INFLUENZA,ME,HOSPITALIZATIONS,2024-09-28 00:00:00,2025-05-31 00:00:00,27,2133.0,0.760396419603471
2433,POLIOMYELITIS,NEW YORK,CASES,1921-12-31 00:00:00,1922-05-27 00:00:00,13,35.0,0.8067719731506842
2434,POLIOMYELITIS,NEW YORK,CASES,1922-05-13 00:00:00,1923-04-21 00:00:00,41,234.0,0.8895882852687633
2435,POLIOMYELITIS,NEW YORK,CASES,1924-03-15 00:00:00,1925-04-25 00:00:00,50,358.0,0.9479079774265252
2436,POLIOMYELITIS,NEW YORK,CASES,1925-02-28 00:00:00,1926-02-20 00:00:00,43,301.5,0.9508680872843478
2437,POLIOMYELITIS,NEW YORK,CASES,1925-12-26 00:00:00,1926-06-26 00:00:00,18,35.5,0.9435647789643823
2438,POLIOMYELITIS,NEW YORK,CASES,1926-05-01 00:00:00,1927-04-02 00:00:00,40,100.0,0.9608045324644421
2439,POLIOMYELITIS,NEW YORK,CASES,1927-02-05 00:00:00,1927-06-18 00:00:00,11,14.0,0.900451286485305
2440,POLIOMYELITIS,NEW YORK,CASES,1927-04-23 00:00:00,1928-05-26 00:00:00,49,611.0,0.9823551904755022
2441,POLIOMYELITIS,NEW YORK,CASES,1928-03-31 00:00:00,1929-04-20 00:00:00,47,787.0,0.9764207110834642
2442,POLIOMYELITIS,NEW YORK,CASES,1929-02-23 00:00:00,1930-02-15 00:00:00,43,303.0,0.9520110469592595
2443,POLIOMYELITIS,NEW YORK,CASES,1929-12-21 00:00:00,1930-05-10 00:00:00,12,26.5,0.9610410766507206
2444,POLIOMYELITIS,NEW YORK,CASES,1930-03-15 00:00:00,1931-04-18 00:00:00,49,468.0,0.9914359369706961
2445,POLIOMYELITIS,NEW YORK,CASES,1932-03-26 00:00:00,1933-05-13 00:00:00,51,239.0,0.988497919708707
2446,POLIOMYELITIS,NEW YORK,CASES,1933-03-18 00:00:00,1934-03-24 00:00:00,45,1101.5,0.9815393733437657
2447,POLIOMYELITIS,NEW YORK,CASES,1934-01-27 00:00:00,1935-03-02 00:00:00,49,161.5,0.9674089747899142
2448,POLIOMYELITIS,NEW YORK,CASES,1935-01-05 00:00:00,1935-05-04 00:00:00,9,11.0,0.8457678298424841
2449,POLIOMYELITIS,NEW YORK,CASES,1935-03-09 00:00:00,1936-03-28 00:00:00,47,2517.0,0.9725857069246739
2450,POLIOMYELITIS,NEW YORK,CASES,1936-03-14 00:00:00,1937-03-27 00:00:00,46,140.0,0.9764873160931075
2451,POLIOMYELITIS,NEW YORK,CASES,1937-01-30 00:00:00,1937-06-12 00:00:00,11,12.5,0.8929610521975835
2452,POLIOMYELITIS,NEW YORK,CASES,1937-04-17 00:00:00,1938-03-12 00:00:00,39,489.0,0.9547919321614955
2453,POLIOMYELITIS,NEW YORK,CASES,1938-01-15 00:00:00,1938-06-11 00:00:00,13,20.0,0.9850972089384686
2454,POLIOMYELITIS,NEW YORK,CASES,1938-04-16 00:00:00,1939-02-18 00:00:00,36,99.5,0.9278400311914076
2455,POLIOMYELITIS,NEW YORK,CASES,1940-03-30 00:00:00,1941-01-25 00:00:00,35,144.0,0.9526320093267743
2456,POLIOMYELITIS,NEW YORK,CASES,1940-11-30 00:00:00,1941-05-03 00:00:00,14,22.166666666666664,0.9022428194173417
2457,POLIOMYELITIS,NEW YORK,CASES,1941-03-08 00:00:00,1942-04-18 00:00:00,50,810.5,0.9642679301544913
2458,POLIOMYELITIS,NEW YORK,CASES,1942-02-21 00:00:00,1942-06-20 00:00:00,9,26.0,0.9908376325554372
2459,POLIOMYELITIS,NEW YORK,CASES,1942-04-25 00:00:00,1943-05-01 00:00:00,45,203.5,0.9456374090881665
2460,POLIOMYELITIS,NEW YORK,CASES,1943-03-06 00:00:00,1944-03-11 00:00:00,45,573.0,0.9659378859924305
2461,POLIOMYELITIS,NEW YORK,CASES,1945-03-31 00:00:00,1946-04-06 00:00:00,45,1212.0,0.990274271461383
2462,POLIOMYELITIS,NEW YORK,CASES,1947-02-15 00:00:00,1947-06-21 00:00:00,10,33.5,0.9357819290968923
2463,POLIOMYELITIS,NEW YORK,CASES,1947-04-26 00:00:00,1948-05-29 00:00:00,49,776.0,0.9941729923657866
2464,POLIOMYELITIS,NEW YORK,CASES,1948-04-03 00:00:00,1949-04-30 00:00:00,48,1474.5,0.9802950387154129
2465,POLIOMYELITIS,NEW YORK,CASES,1950-04-01 00:00:00,1951-05-19 00:00:00,51,4316.0,0.9419495981221868
2466,POLIOMYELITIS,NEW YORK,CASES,1951-03-24 00:00:00,1952-04-12 00:00:00,47,1670.0,0.9648165450421982
2467,POLIOMYELITIS,NEW YORK,CASES,1954-04-03 00:00:00,1955-04-09 00:00:00,45,2460.25,0.9793986631287731
2468,POLIOMYELITIS,NEW YORK,CASES,1957-03-30 00:00:00,1958-02-01 00:00:00,36,220.9090909090909,0.8583353257898884
2469,POLIOMYELITIS,NEW YORK,CASES,1957-12-07 00:00:00,1958-05-24 00:00:00,16,32.0,0.6777210251551591
2470,POLIOMYELITIS,NEW YORK,CASES,1958-03-29 00:00:00,1959-03-21 00:00:00,43,321.27272727272725,0.8073447777552102
2471,POLIOMYELITIS,NEW YORK,CASES,1959-01-24 00:00:00,1959-06-20 00:00:00,13,45.0,0.6254026035753477
2472,POLIOMYELITIS,NEW YORK,CASES,1959-04-25 00:00:00,1960-05-28 00:00:00,49,591.0,0.7880510339871389
2473,POLIOMYELITIS,NEW YORK,CASES,1960-04-02 00:00:00,1961-03-25 00:00:00,43,274.04545454545456,0.8491206853089706
2474,POLIOMYELITIS,NEW YORK,CASES,1961-01-28 00:00:00,1961-07-15 00:00:00,16,32.5,0.4075139001793936
2475,POLIOMYELITIS,NEW YORK,CASES,1961-05-20 00:00:00,1962-01-27 00:00:00,28,281.0,0.8494610226711047
2476,POLIOMYELITIS,NEW YORK,CASES,1961-12-02 00:00:00,1962-07-14 00:00:00,24,116.5,0.7359778155066136
2477,POLIOMYELITIS,NEW YORK,CASES,1962-05-19 00:00:00,1963-05-18 00:00:00,44,66.0,0.48207446717616753
2478,POLIOMYELITIS,MISSOURI,CASES,1928-01-28 00:00:00,1928-06-23 00:00:00,13,9.0,0.6640878842988018
2479,POLIOMYELITIS,MISSOURI,CASES,1928-04-28 00:00:00,1928-11-17 00:00:00,21,11.0,0.48926501984102805
2480,POLIOMYELITIS,MISSOURI,CASES,1928-09-22 00:00:00,1929-02-23 00:00:00,14,7.0,0.6067269919474114
2481,POLIOMYELITIS,MISSOURI,CASES,1928-12-29 00:00:00,1929-06-08 00:00:00,15,3.0,0.205189080183032
2482,POLIOMYELITIS,MISSOURI,CASES,1929-04-13 00:00:00,1929-11-16 00:00:00,23,13.0,0.5933454025671939
2483,POLIOMYELITIS,MISSOURI,CASES,1929-09-21 00:00:00,1930-01-18 00:00:00,9,4.0,0.5142952760645766
2484,POLIOMYELITIS,MISSOURI,CASES,1929-11-23 00:00:00,1930-06-14 00:00:00,21,5.0,0.31178730548052225
2485,POLIOMYELITIS,MISSOURI,CASES,1930-04-19 00:00:00,1931-04-25 00:00:00,45,216.0,0.7061037584798388
2486,POLIOMYELITIS,MISSOURI,CASES,1931-02-28 00:00:00,1931-07-18 00:00:00,12,8.0,0.6859729510964618
2487,POLIOMYELITIS,MISSOURI,CASES,1931-05-23 00:00:00,1932-04-16 00:00:00,39,55.0,0.8188739639784492
2488,POLIOMYELITIS,MISSOURI,CASES,1932-05-07 00:00:00,1932-11-05 00:00:00,18,6.0,0.5421781508804343
2489,POLIOMYELITIS,MISSOURI,CASES,1932-09-10 00:00:00,1933-01-28 00:00:00,12,3.0,0.4765956105968426
2490,POLIOMYELITIS,MISSOURI,CASES,1932-12-03 00:00:00,1933-06-10 00:00:00,19,2.5,0.32888346550900377
2491,POLIOMYELITIS,MISSOURI,CASES,1933-04-15 00:00:00,1934-01-20 00:00:00,32,34.0,0.8077036490131427
2492,POLIOMYELITIS,MISSOURI,CASES,1933-11-25 00:00:00,1934-08-11 00:00:00,29,16.0,0.814167572115047
2493,POLIOMYELITIS,MISSOURI,CASES,1934-06-16 00:00:00,1935-02-02 00:00:00,25,21.0,0.6672837385244172
2494,POLIOMYELITIS,MISSOURI,CASES,1934-12-08 00:00:00,1935-04-20 00:00:00,11,3.0,0.381601949140712
2495,POLIOMYELITIS,MISSOURI,CASES,1935-02-23 00:00:00,1935-06-29 00:00:00,10,5.0,0.6089020483706022
2496,POLIOMYELITIS,MISSOURI,CASES,1935-05-04 00:00:00,1936-02-08 00:00:00,32,45.0,0.8489742067668694
2497,POLIOMYELITIS,MISSOURI,CASES,1935-12-14 00:00:00,1936-05-30 00:00:00,16,10.0,0.6506473757562798
2498,POLIOMYELITIS,MISSOURI,CASES,1936-04-04 00:00:00,1937-04-10 00:00:00,45,63.0,0.7355307657172834
2499,POLIOMYELITIS,MISSOURI,CASES,1938-04-23 00:00:00,1938-09-24 00:00:00,14,9.0,0.8000490116544301
2500,POLIOMYELITIS,MISSOURI,CASES,1938-07-30 00:00:00,1938-11-19 00:00:00,8,10.0,0.8145523430652634
2501,POLIOMYELITIS,MISSOURI,CASES,1938-09-24 00:00:00,1939-02-18 00:00:00,13,11.0,0.5480320421284394
2502,POLIOMYELITIS,MISSOURI,CASES,1938-12-24 00:00:00,1939-07-01 00:00:00,19,6.0,0.5600885838007342
2503,POLIOMYELITIS,MISSOURI,CASES,1939-05-06 00:00:00,1939-09-23 00:00:00,12,13.5,0.36867609687402586
2504,POLIOMYELITIS,MISSOURI,CASES,1939-07-29 00:00:00,1940-04-06 00:00:00,28,20.0,0.6491179337110033
2505,POLIOMYELITIS,MISSOURI,CASES,1941-04-26 00:00:00,1942-02-07 00:00:00,33,33.0,0.7312327423091289
2506,POLIOMYELITIS,MISSOURI,CASES,1941-12-13 00:00:00,1942-05-30 00:00:00,16,7.0,0.4675901517894584
2507,POLIOMYELITIS,MISSOURI,CASES,1942-04-04 00:00:00,1943-03-27 00:00:00,43,95.0,0.824542849494385
2508,POLIOMYELITIS,MISSOURI,CASES,1943-01-30 00:00:00,1943-06-19 00:00:00,12,7.0,0.5737902180620101
2509,POLIOMYELITIS,MISSOURI,CASES,1943-04-24 00:00:00,1944-03-25 00:00:00,40,207.0,0.7930938668220338
2510,POLIOMYELITIS,MISSOURI,CASES,1944-01-29 00:00:00,1944-06-24 00:00:00,13,2.5,0.46103575887406284
2511,POLIOMYELITIS,MISSOURI,CASES,1944-04-29 00:00:00,1945-02-24 00:00:00,35,191.0,0.9265754332778796
2512,POLIOMYELITIS,MISSOURI,CASES,1944-12-30 00:00:00,1945-06-09 00:00:00,15,20.0,0.8317134948704867
2513,POLIOMYELITIS,MISSOURI,CASES,1945-04-14 00:00:00,1945-11-17 00:00:00,23,240.5,0.7506243584633991
2514,POLIOMYELITIS,MISSOURI,CASES,1945-09-22 00:00:00,1946-05-04 00:00:00,24,184.5,0.9488028147803002
2515,POLIOMYELITIS,MISSOURI,CASES,1946-03-09 00:00:00,1947-04-19 00:00:00,50,1267.0,0.9408889893430824
2516,POLIOMYELITIS,MISSOURI,CASES,1947-02-22 00:00:00,1948-03-20 00:00:00,48,123.0,0.9666211057533214
2517,POLIOMYELITIS,MISSOURI,CASES,1949-04-02 00:00:00,1950-04-22 00:00:00,47,1341.6666666666667,0.8706233520022129
2518,POLIOMYELITIS,MISSOURI,CASES,1951-03-17 00:00:00,1952-03-29 00:00:00,46,757.0,0.8140720600352805
2519,POLIOMYELITIS,MISSOURI,CASES,1952-02-02 00:00:00,1952-05-31 00:00:00,9,24.0,0.647512271542988
2520,POLIOMYELITIS,MISSOURI,CASES,1952-04-05 00:00:00,1953-04-25 00:00:00,47,1206.5,0.9246282297374929
2521,POLIOMYELITIS,MISSOURI,CASES,1953-02-28 00:00:00,1954-04-10 00:00:00,50,909.0,0.9335092704034963
2522,POLIOMYELITIS,MISSOURI,CASES,1956-03-10 00:00:00,1957-02-16 00:00:00,41,428.5,0.9342519253016488
2523,POLIOMYELITIS,MISSOURI,CASES,1956-12-22 00:00:00,1957-05-11 00:00:00,12,38.333333333333336,0.8334883252289949
2524,POLIOMYELITIS,MISSOURI,CASES,1957-03-16 00:00:00,1958-04-26 00:00:00,50,147.5,0.7881192427616494
2525,POLIOMYELITIS,MISSOURI,CASES,1958-03-01 00:00:00,1959-02-14 00:00:00,42,236.57142857142856,0.7163058041702286
2526,POLIOMYELITIS,MISSOURI,CASES,1958-12-20 00:00:00,1959-06-13 00:00:00,17,95.5,0.5565735963827292
2527,POLIOMYELITIS,MISSOURI,CASES,1959-04-18 00:00:00,1960-05-21 00:00:00,49,481.25,0.8334636293924815
2528,POLIOMYELITIS,MISSOURI,CASES,1960-03-26 00:00:00,1961-04-08 00:00:00,46,88.0,0.47013839845464633
2529,POLIOMYELITIS,MISSOURI,CASES,1961-02-11 00:00:00,1961-10-14 00:00:00,27,42.5,0.4305089934047699
2530,POLIOMYELITIS,MISSOURI,CASES,1961-08-19 00:00:00,1962-01-13 00:00:00,13,34.07142857142857,0.796033779428554
2531,POLIOMYELITIS,MISSOURI,CASES,1961-11-18 00:00:00,1962-07-07 00:00:00,25,49.5,0.5123711825344243
2532,POLIOMYELITIS,MISSOURI,CASES,1962-05-12 00:00:00,1962-12-01 00:00:00,21,41.333333333333336,0.31178730548052225
2533,COVID-19,ESWATINI,CASES,2020-10-03 00:00:00,2021-05-01 00:00:00,22,13039.0,0.7669226174885423
2534,COVID-19,ESWATINI,CASES,2021-04-24 00:00:00,2021-11-20 00:00:00,22,28071.0,0.9118003789710124
2535,COVID-19,ESWATINI,CASES,2021-09-25 00:00:00,2022-04-23 00:00:00,22,24932.0,0.9034071339824301
2536,COVID-19,ESWATINI,CASES,2022-02-26 00:00:00,2022-10-15 00:00:00,25,4464.0,0.9495046842034359
2537,COVID-19,ESWATINI,CASES,2022-08-20 00:00:00,2023-03-04 00:00:00,20,873.0,0.9514830212108174
2538,COVID-19,ESWATINI,CASES,2023-01-07 00:00:00,2023-12-30 00:00:00,43,3102.0,0.3093106244871413
2539,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1928-05-26 00:00:00,1929-03-30 00:00:00,36,31.0,0.6193090165592048
2540,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1929-02-02 00:00:00,1929-08-17 00:00:00,20,3.0,0.262814365434968
2541,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1929-06-22 00:00:00,1930-01-25 00:00:00,23,4.0,0.426817568262608
2542,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1929-11-30 00:00:00,1930-07-05 00:00:00,23,2.0,0.2707361672329852
2543,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1930-05-10 00:00:00,1930-12-20 00:00:00,24,6.0,0.4178469659372508
2544,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1930-10-25 00:00:00,1931-05-23 00:00:00,22,6.0,0.22237388133097472
2545,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1931-03-28 00:00:00,1932-01-09 00:00:00,33,16.0,0.38353777224464997
2546,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1931-11-14 00:00:00,1932-03-05 00:00:00,8,2.0,0.2707361672329852
2547,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1932-01-09 00:00:00,1932-06-04 00:00:00,13,4.0,0.4947452439370747
2548,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1932-04-09 00:00:00,1932-08-13 00:00:00,10,4.0,0.6089020483706022
2549,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1932-06-18 00:00:00,1933-04-15 00:00:00,35,29.0,0.5355365394342849
2550,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1933-07-08 00:00:00,1933-12-23 00:00:00,16,7.0,0.513926498042819
2551,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1933-10-28 00:00:00,1934-02-24 00:00:00,9,2.0,0.3359401649997233
2552,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1934-04-07 00:00:00,1934-12-22 00:00:00,29,7.0,0.4594572854884378
2553,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1934-10-27 00:00:00,1935-06-15 00:00:00,25,6.0,0.511163893863868
2554,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1935-04-20 00:00:00,1936-02-08 00:00:00,34,82.0,0.7524136531853355
2555,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1936-04-25 00:00:00,1937-01-02 00:00:00,28,6.0,0.3129991547754481
2556,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1936-11-07 00:00:00,1937-03-06 00:00:00,9,2.0,0.2586360316689621
2557,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1937-01-09 00:00:00,1937-07-10 00:00:00,18,3.0,0.35440290275882774
2558,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1937-05-15 00:00:00,1938-01-29 00:00:00,29,27.0,0.6072634869242424
2559,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1938-04-09 00:00:00,1939-05-20 00:00:00,50,27.0,0.501728174214767
2560,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1939-03-25 00:00:00,1939-12-23 00:00:00,31,17.5,0.5068271542787232
2561,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1939-10-28 00:00:00,1940-03-30 00:00:00,14,3.0,0.21236456400117684
2562,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1940-04-13 00:00:00,1940-10-19 00:00:00,19,2.0,0.18111157915123444
2563,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1940-08-24 00:00:00,1941-06-07 00:00:00,33,4.5,0.3205897540251713
2564,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1941-04-12 00:00:00,1942-03-28 00:00:00,42,69.0,0.5810361536491677
2565,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1942-05-16 00:00:00,1942-10-03 00:00:00,12,4.5,0.6088246203289073
2566,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1942-08-08 00:00:00,1943-01-02 00:00:00,13,3.5,0.6108010861074372
2567,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1943-05-29 00:00:00,1944-01-29 00:00:00,27,10.0,0.3596924551347826
2568,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1943-12-04 00:00:00,1944-05-27 00:00:00,17,1.5,0.19232394415712858
2569,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1944-04-01 00:00:00,1945-05-12 00:00:00,50,194.5,0.6681102979597001
2570,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1945-03-17 00:00:00,1946-03-09 00:00:00,43,140.5,0.8699280810116466
2571,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1946-04-13 00:00:00,1947-02-22 00:00:00,37,34.0,0.78990800445466
2572,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1946-12-28 00:00:00,1947-05-17 00:00:00,12,2.0,0.4093974450039776
2573,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1947-06-07 00:00:00,1948-04-24 00:00:00,38,21.0,0.6055010530621604
2574,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1950-03-18 00:00:00,1951-04-21 00:00:00,49,222.5,0.5763395615846845
2575,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1951-02-24 00:00:00,1952-03-29 00:00:00,49,107.0,0.5085582801077331
2576,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1953-02-21 00:00:00,1953-12-12 00:00:00,34,85.875,0.6431027306090245
2577,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1953-10-17 00:00:00,1954-05-08 00:00:00,21,40.0,0.572923274659072
2578,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1954-03-13 00:00:00,1955-01-15 00:00:00,36,117.5,0.6237193634371737
2579,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1954-11-20 00:00:00,1955-07-16 00:00:00,26,61.0,0.2764656139704272
2580,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1955-05-21 00:00:00,1956-05-12 00:00:00,43,88.5,0.4828467413656432
2581,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1956-03-17 00:00:00,1957-03-23 00:00:00,45,55.0,0.1058641741241644
2582,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1958-02-08 00:00:00,1958-11-01 00:00:00,30,49.0,0.13827236953756664
2583,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1958-09-06 00:00:00,1959-06-20 00:00:00,33,65.88235294117648,0.4969115785765905
2584,POLIOMYELITIS,DISTRICT OF COLUMBIA,CASES,1959-04-25 00:00:00,1959-11-28 00:00:00,23,42.55357142857143,0.34959002456610966
2585,COVID-19,CONGO (KINSHASA),CASES,2020-09-05 00:00:00,2021-05-15 00:00:00,28,20539.0,0.9582452814866954
2586,COVID-19,CONGO (KINSHASA),CASES,2021-03-20 00:00:00,2021-11-20 00:00:00,27,30942.0,0.949337304857479
2587,COVID-19,CONGO (KINSHASA),CASES,2021-09-25 00:00:00,2022-05-14 00:00:00,25,30636.0,0.9835103635837239
2588,COVID-19,CONGO (KINSHASA),CASES,2022-03-19 00:00:00,2022-10-29 00:00:00,24,6771.0,0.9817010974521608
2589,INFLUENZA,NE,HOSPITALIZATIONS,2020-12-19 00:00:00,2021-08-21 00:00:00,27,58.0,0.8233985963763027
2590,INFLUENZA,NE,HOSPITALIZATIONS,2021-06-26 00:00:00,2021-10-30 00:00:00,10,6.0,0.6242693926574125
2591,INFLUENZA,NE,HOSPITALIZATIONS,2021-09-04 00:00:00,2022-09-03 00:00:00,44,801.0,0.9576637699048759
2592,INFLUENZA,NE,HOSPITALIZATIONS,2022-07-09 00:00:00,2023-08-19 00:00:00,50,1310.0,0.958283074331787
2593,INFLUENZA,NE,HOSPITALIZATIONS,2024-06-22 00:00:00,2025-05-31 00:00:00,41,2777.0,0.8132031268303035
2594,COVID-19,BULGARIA,CASES,2020-07-25 00:00:00,2021-02-27 00:00:00,23,238068.0,0.7624460453473888
2595,COVID-19,BULGARIA,CASES,2021-01-02 00:00:00,2021-07-31 00:00:00,22,227670.0,0.7043597685365962
2596,COVID-19,BULGARIA,CASES,2021-06-05 00:00:00,2022-01-08 00:00:00,23,360480.0,0.8369296824273814
2597,COVID-19,BULGARIA,CASES,2021-11-13 00:00:00,2022-07-02 00:00:00,25,541585.0,0.6652020426158335
2598,COVID-19,BULGARIA,CASES,2022-05-07 00:00:00,2023-04-01 00:00:00,39,142252.0,0.8108784375130998
2599,COVID-19,WI,HOSPITALIZATIONS,2020-07-18 00:00:00,2021-04-24 00:00:00,32,47639.0,0.6215774081293975
2600,COVID-19,WI,HOSPITALIZATIONS,2021-02-27 00:00:00,2021-07-31 00:00:00,14,8455.0,0.67172805274395
2601,COVID-19,WI,HOSPITALIZATIONS,2021-06-05 00:00:00,2021-11-20 00:00:00,16,21459.0,0.829427035626467
2602,COVID-19,WI,HOSPITALIZATIONS,2021-09-25 00:00:00,2022-05-14 00:00:00,25,39242.0,0.8506221469591679
2603,COVID-19,WI,HOSPITALIZATIONS,2022-03-19 00:00:00,2022-11-12 00:00:00,26,16791.0,0.9535990916856842
2604,COVID-19,WI,HOSPITALIZATIONS,2022-09-17 00:00:00,2023-08-05 00:00:00,38,17813.0,0.9124539919333317
2605,COVID-19,WI,HOSPITALIZATIONS,2023-06-10 00:00:00,2024-06-29 00:00:00,47,14417.0,0.9346582814794681
2606,COVID-19,WI,HOSPITALIZATIONS,2024-05-04 00:00:00,2024-11-16 00:00:00,20,3017.0,0.7452158210845711
2607,COVID-19,WI,HOSPITALIZATIONS,2024-09-21 00:00:00,2025-05-31 00:00:00,28,6417.0,0.8765088365608826
2608,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2012-07-07 00:00:00,2013-08-24 00:00:00,51,118.33913,0.9595732573297051
2609,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2015-07-11 00:00:00,2016-02-27 00:00:00,25,55.60949900000001,0.8706603657590096
2610,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2016-01-02 00:00:00,2016-09-10 00:00:00,28,71.69273300000002,0.863794202087502
2611,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2017-07-15 00:00:00,2018-09-01 00:00:00,51,144.097139,0.8240158702288676
2612,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2019-07-06 00:00:00,2020-08-01 00:00:00,48,172.124293,0.6651751297316618
2613,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2020-06-06 00:00:00,2021-04-24 00:00:00,38,47.14872,0.9332031619706584
2614,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2021-02-27 00:00:00,2021-11-13 00:00:00,29,59.04350600000001,0.745917500719389
2615,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2021-09-18 00:00:00,2022-04-16 00:00:00,22,81.54283000000001,0.8375843645949607
2616,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2022-02-19 00:00:00,2022-09-03 00:00:00,20,60.893260000000005,0.9228272577119625
2617,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2022-07-09 00:00:00,2023-08-19 00:00:00,50,192.28542000000004,0.8662094583197776
2618,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2023-06-24 00:00:00,2024-08-03 00:00:00,50,170.02625,0.7788196940953341
2619,ILI,VIRGINIA,PERCENT_UNWEIGHTED,2024-06-08 00:00:00,2025-05-31 00:00:00,43,164.61552,0.7370831681514507
2620,SCARLET FEVER,IOWA,CASES,1927-11-26 00:00:00,1928-09-15 00:00:00,34,2253.0,0.9388411824305744
2621,SCARLET FEVER,IOWA,CASES,1929-07-27 00:00:00,1930-09-13 00:00:00,51,2797.0,0.9963292076762261
2622,SCARLET FEVER,IOWA,CASES,1931-07-25 00:00:00,1932-01-16 00:00:00,17,706.0,0.8888789007632634
2623,SCARLET FEVER,IOWA,CASES,1931-11-21 00:00:00,1932-09-10 00:00:00,34,1565.0,0.9850711491336118
