disease,location,event,start_date,end_date,duration,total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,unique_id
SCARLET FEVER,IDAHO,CASES,1949-11-26 00:00:00,1950-10-07 00:00:00,37,240.5,7.0,8.0,9.0,1.0,3.0,16.0,10.5,5.0,10.0,7.0,9.0,8.0,12.0,7.0,11.0,27.0,19.0,2.0,3.0,12.0,5.0,2.0,1.0,6.0,3.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,2326
SCARLET FEVER,IDAHO,CASES,1950-08-12 00:00:00,1951-09-22 00:00:00,50,798.0000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,5.0,15.0,8.0,30.0,2.0,5.0,21.0,39.0,31.0,42.0,16.0,36.0,86.0,27.0,79.0,21.0,36.0,27.5,19.0,38.0,31.0,16.0,8.0,22.0,12.0,20.0,8.0,3.0,25.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0,3.5,5.0,1.0,2.666666666666667,4.333333333333334,6.0,1.0,,2327
COVID-19,SUDAN,CASES,2020-09-05 00:00:00,2021-04-10 00:00:00,23,18644.0,218.0,125.0,23.0,51.0,52.0,24.0,18.0,33.0,71.0,286.0,536.0,1426.0,1575.0,1841.0,1918.0,1604.0,1598.0,1294.0,397.0,1900.0,343.0,769.0,343.0,299.0,195.0,188.0,163.0,394.0,116.0,418.0,426.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328
COVID-19,SUDAN,CASES,2021-02-13 00:00:00,2021-09-11 00:00:00,22,8310.0,299.0,195.0,188.0,163.0,394.0,116.0,418.0,426.0,0.0,1189.0,651.0,271.0,517.0,428.0,0.0,400.0,367.0,547.0,144.0,227.0,84.0,147.0,181.0,152.0,0.0,0.0,405.0,77.0,79.0,187.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329
COVID-19,SUDAN,CASES,2021-07-17 00:00:00,2022-06-11 00:00:00,39,25652.0,181.0,152.0,0.0,0.0,405.0,77.0,79.0,187.0,58.0,64.0,82.0,206.0,541.0,726.0,688.0,195.0,0.0,660.0,465.0,498.0,1433.0,1040.0,583.0,988.0,418.0,925.0,3541.0,2975.0,3147.0,1768.0,757.0,308.0,1437.0,193.0,86.0,120.0,114.0,66.0,32.0,70.0,36.0,24.0,18.0,26.0,50.0,40.0,123.0,70.0,,,,,,,,,,,,,2330
COVID-19,SUDAN,CASES,2022-04-16 00:00:00,2022-10-22 00:00:00,19,1462.0,70.0,36.0,24.0,18.0,26.0,50.0,40.0,123.0,70.0,45.0,62.0,73.0,121.0,50.0,119.0,92.0,68.0,54.0,19.0,26.0,55.0,42.0,5.0,10.0,0.0,54.0,36.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331
COVID-19,SUDAN,CASES,2022-08-27 00:00:00,2023-02-11 00:00:00,16,612.0,26.0,55.0,42.0,5.0,10.0,0.0,54.0,36.0,74.0,24.0,36.0,52.0,34.0,42.0,0.0,23.0,3.0,23.0,0.0,16.0,0.0,23.0,11.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332
COVID-19,SUDAN,CASES,2022-12-17 00:00:00,2023-09-30 00:00:00,33,749.0,3.0,23.0,0.0,16.0,0.0,23.0,11.0,18.0,5.0,16.0,12.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,2333
ILI,MAINE,PERCENT_UNWEIGHTED,2010-09-25 00:00:00,2011-07-02 00:00:00,32,28.053796999999992,0.357724,0.434855,0.421743,0.338409,0.176471,0.356622,0.520341,0.617566,0.347958,0.435219,0.341472,0.59952,0.644828,0.509198,0.471204,0.75275,1.03409,1.47004,1.57754,2.27929,1.92711,1.90314,1.20046,1.0707,0.860451,0.793257,0.723634,0.644531,0.563317,0.46474,0.49682,0.508233,0.370028,0.519802,0.643537,0.442369,0.403035,0.365764,0.466029,,,,,,,,,,,,,,,,,,,,,,2334
ILI,MAINE,PERCENT_UNWEIGHTED,2011-05-07 00:00:00,2011-10-29 00:00:00,17,12.853226,0.49682,0.508233,0.370028,0.519802,0.643537,0.442369,0.403035,0.365764,0.466029,0.873485,0.59657,0.604011,0.450024,0.36036,0.417478,0.481155,0.471175,0.60551,0.602601,0.402414,0.423392,0.390219,0.387205,0.474415,0.451739,0.645856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335
ILI,MAINE,PERCENT_UNWEIGHTED,2011-09-03 00:00:00,2012-06-23 00:00:00,34,18.6527836,0.60551,0.602601,0.402414,0.423392,0.390219,0.387205,0.474415,0.451739,0.645856,0.397128,0.707282,0.47041,0.541339,0.542169,0.559284,0.546355,0.563326,0.56844,0.406576,0.535386,0.324398,0.538993,0.344488,0.406886,0.478321,0.540641,0.394308,0.32344,0.182542,0.528677,0.369181,0.291451,0.470958,0.402091,0.192207,0.345006,0.520924,0.227591,0.181305,0.568316,0.337838,0.0514536,0.410722,,,,,,,,,,,,,,,,,,2336
ILI,MAINE,PERCENT_UNWEIGHTED,2012-04-28 00:00:00,2012-09-29 00:00:00,14,8.613832599999999,0.192207,0.345006,0.520924,0.227591,0.181305,0.568316,0.337838,0.0514536,0.410722,0.573248,0.53916,0.38236,0.410284,0.569307,0.505723,0.433342,0.356961,0.342917,0.292154,0.311676,0.290939,0.456919,0.31348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337
ILI,MAINE,PERCENT_UNWEIGHTED,2012-08-04 00:00:00,2013-06-22 00:00:00,38,49.567427,0.505723,0.433342,0.356961,0.342917,0.292154,0.311676,0.290939,0.456919,0.31348,0.618897,0.809474,0.697181,0.655308,0.702751,0.823677,0.941248,0.865344,1.00782,0.758035,1.36778,2.18264,4.19098,2.81891,2.89363,3.04298,2.06863,1.91816,1.57348,1.11177,1.06507,1.09103,0.840619,0.813899,0.772201,0.920051,1.19685,0.946657,0.642398,0.914989,0.736772,0.658979,0.437637,0.876168,0.828609,0.843961,0.830532,0.798199,,,,,,,,,,,,,,2338
ILI,MAINE,PERCENT_UNWEIGHTED,2013-04-27 00:00:00,2013-10-19 00:00:00,17,17.471948,0.914989,0.736772,0.658979,0.437637,0.876168,0.828609,0.843961,0.830532,0.798199,0.800821,1.00416,0.810437,0.659472,0.623903,0.62383,0.694728,0.589072,0.377059,0.680272,0.517435,0.471311,0.207756,0.281258,0.823958,0.554468,0.826162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339
ILI,MAINE,PERCENT_UNWEIGHTED,2013-08-24 00:00:00,2014-08-16 00:00:00,43,47.341157,0.377059,0.680272,0.517435,0.471311,0.207756,0.281258,0.823958,0.554468,0.826162,0.631413,0.31428,0.329075,0.698273,0.418493,1.23086,0.788412,0.913242,1.00865,1.11067,1.12263,1.12581,1.28159,1.80248,1.9802,1.9725,1.82579,1.86074,1.40138,1.52855,1.21849,1.02136,1.15268,1.23343,1.23162,0.94897,1.08509,0.882191,0.874026,1.02746,0.766046,0.79001,1.05037,0.656919,0.615385,0.579969,0.706621,0.354359,0.282413,0.634249,0.724797,0.710136,0.709849,,,,,,,,,2340
ILI,MAINE,PERCENT_UNWEIGHTED,2014-06-21 00:00:00,2014-11-29 00:00:00,15,20.954991,0.615385,0.579969,0.706621,0.354359,0.282413,0.634249,0.724797,0.710136,0.709849,0.621891,0.585059,0.832702,0.701426,1.32956,1.36112,1.30226,1.25817,1.13998,0.969279,1.02456,1.04025,1.34328,0.683816,1.44386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341
ILI,MAINE,PERCENT_UNWEIGHTED,2014-10-04 00:00:00,2015-09-05 00:00:00,40,62.64460700000001,1.30226,1.25817,1.13998,0.969279,1.02456,1.04025,1.34328,0.683816,1.44386,1.18283,1.48879,1.29393,1.90583,1.93678,2.23803,3.02053,3.08197,3.33761,2.56611,1.98849,2.16106,1.7343,1.94346,1.70555,1.51289,1.46161,1.46424,1.46252,0.685312,1.09351,0.821722,0.977139,0.697472,0.857867,0.628366,0.839476,0.863724,0.571102,0.737101,0.570687,0.752644,0.803213,0.468241,0.294317,0.635637,0.575349,0.605807,0.58126,0.892676,,,,,,,,,,,,2342
ILI,MAINE,PERCENT_UNWEIGHTED,2015-07-11 00:00:00,2016-01-09 00:00:00,18,22.46349,0.752644,0.803213,0.468241,0.294317,0.635637,0.575349,0.605807,0.58126,0.892676,0.777143,0.731261,0.192097,0.536033,1.1742,0.893655,1.09129,1.03147,1.08696,1.35762,0.985137,0.688249,1.06572,0.960171,0.898204,0.902171,1.62022,0.862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343
ILI,MAINE,PERCENT_UNWEIGHTED,2016-01-02 00:00:00,2016-09-03 00:00:00,27,32.867447,1.62022,0.862745,0.872151,0.951315,0.886557,1.15839,0.899844,0.920887,0.883864,0.903274,1.1257,1.95195,1.40088,1.80668,1.05263,1.57875,1.37094,1.59865,1.18756,0.96324,0.719984,0.516956,0.84122,0.59778,0.634115,0.497512,0.699143,0.312419,0.436395,0.707651,0.531091,0.442478,0.471698,0.57853,0.439174,0.445074,,,,,,,,,,,,,,,,,,,,,,,,,2344
ILI,MAINE,PERCENT_UNWEIGHTED,2016-07-09 00:00:00,2016-12-31 00:00:00,17,17.619572,0.312419,0.436395,0.707651,0.531091,0.442478,0.471698,0.57853,0.439174,0.445074,0.720461,0.679432,1.02916,0.596506,0.833484,0.741152,0.847302,0.93744,0.892028,0.595775,0.761062,0.721925,0.81557,0.773196,0.57398,0.692119,1.04447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345
ILI,MAINE,PERCENT_UNWEIGHTED,2016-11-05 00:00:00,2017-09-16 00:00:00,37,40.71118199999999,0.892028,0.595775,0.761062,0.721925,0.81557,0.773196,0.57398,0.692119,1.04447,0.892857,0.646552,0.908373,0.813173,0.931446,1.61117,1.20902,1.23158,1.38257,1.63965,1.84502,2.24138,1.66667,1.87339,2.1068,1.20361,0.965251,0.881057,0.741982,0.42953,0.535555,0.895009,0.71347,0.602064,0.462428,0.814725,0.473416,0.418786,0.298507,0.59322,0.335878,0.322581,0.385528,0.473513,0.457274,0.350877,0.487145,,,,,,,,,,,,,,,2346
ILI,MAINE,PERCENT_UNWEIGHTED,2017-07-22 00:00:00,2018-08-25 00:00:00,49,31.878552300000003,0.298507,0.59322,0.335878,0.322581,0.385528,0.473513,0.457274,0.350877,0.487145,0.651558,0.546635,0.294985,0.588078,0.797085,0.782732,0.411765,0.52506,0.805048,0.909091,1.08962,0.854503,0.782065,0.968188,1.19332,0.884956,0.54277,0.813386,1.31412,1.26684,1.52672,1.52294,1.5775,0.967937,0.66474,1.03719,0.709372,0.567721,0.556472,0.557046,0.596817,0.30104,0.423518,0.194175,0.108648,0.169368,0.0622665,0.0,0.0911993,0.0929368,0.0,0.0869565,0.0236463,0.0,0.0675676,0.0734035,0.045861,0.0783904,0.0487924,,,2347
ILI,MAINE,PERCENT_UNWEIGHTED,2019-07-13 00:00:00,2020-08-08 00:00:00,48,93.349257,0.558624,0.448547,0.507233,0.34476,0.469639,0.432843,0.643236,0.32472,0.461794,0.589028,0.708254,0.85769,0.822834,0.894029,0.935829,0.924604,0.933496,0.934091,1.10982,1.22556,1.19228,1.54994,1.69492,2.17614,3.25605,3.38676,2.78394,3.99424,4.27023,4.94206,5.2189,5.04853,4.78689,4.77713,4.65736,5.04102,6.69977,2.8158,2.10323,1.00185,0.912365,0.671141,0.625768,0.589696,0.561632,0.465074,0.392017,0.350939,0.313719,0.312793,0.381308,0.427723,0.303996,0.401138,0.333284,0.298677,0.484316,,,,2348
ILI,MAINE,PERCENT_UNWEIGHTED,2020-06-13 00:00:00,2021-04-03 00:00:00,34,18.906166,0.313719,0.312793,0.381308,0.427723,0.303996,0.401138,0.333284,0.298677,0.484316,0.438344,0.38768,0.414365,0.463864,0.639731,0.481018,0.599645,0.515914,0.630762,0.501782,0.607947,0.592571,0.627554,0.790861,0.527215,0.600462,0.477042,0.453317,0.464165,0.547834,0.474547,0.431482,0.438806,0.462008,0.346451,0.41404,0.109639,0.323247,0.290299,0.260088,0.324804,0.256143,0.314243,0.441342,,,,,,,,,,,,,,,,,,2349
ILI,MAINE,PERCENT_UNWEIGHTED,2021-02-06 00:00:00,2021-06-05 00:00:00,9,6.105368,0.41404,0.109639,0.323247,0.290299,0.260088,0.324804,0.256143,0.314243,0.441342,0.401575,0.494034,0.32629,0.457134,0.372107,0.280319,0.312256,0.311915,0.415893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350
ILI,MAINE,PERCENT_UNWEIGHTED,2021-04-10 00:00:00,2022-03-26 00:00:00,42,50.397157,0.401575,0.494034,0.32629,0.457134,0.372107,0.280319,0.312256,0.311915,0.415893,0.408459,0.618625,0.635866,0.632788,0.745712,0.630874,0.551848,0.827515,0.759205,0.652837,0.708953,0.753864,1.03736,1.08821,1.29136,1.42171,1.15738,1.22684,1.32055,1.19209,1.43434,1.37958,1.34598,1.44477,2.01712,1.9305,1.67746,1.84996,1.95299,1.92861,1.88548,1.72577,1.3551,0.933535,0.885945,0.819734,0.602546,0.646552,0.641613,0.627742,0.814081,1.46418,,,,,,,,,,2351
ILI,MAINE,PERCENT_UNWEIGHTED,2022-01-29 00:00:00,2022-09-03 00:00:00,23,37.656442,0.933535,0.885945,0.819734,0.602546,0.646552,0.641613,0.627742,0.814081,1.46418,1.28542,1.77628,1.90541,2.07291,2.42509,2.25788,2.70101,2.423,1.89102,1.39178,1.33476,1.02551,0.912885,0.758906,0.669311,0.732991,0.545421,0.745949,0.619708,0.63058,0.733091,0.678934,0.702668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352
ILI,MAINE,PERCENT_UNWEIGHTED,2023-07-15 00:00:00,2024-08-10 00:00:00,48,79.55147399999998,0.489243,0.538886,0.561097,0.537565,0.65802,0.491291,0.635992,0.467638,0.544041,0.684664,0.77748,0.894947,0.752304,0.991231,0.726548,0.906063,0.845128,0.912779,1.19936,1.58815,1.64249,1.53153,1.96117,2.94445,3.43784,2.97081,2.62324,2.83747,2.50549,2.75175,3.1892,3.25097,3.38994,2.67464,2.39486,2.02073,1.89232,1.98369,2.01616,1.66712,1.4945,1.18467,1.20065,1.17007,1.19864,0.890825,0.703762,0.708224,0.665375,0.75358,0.555417,0.673743,0.634123,0.687511,0.681453,0.741611,0.719023,,,,2353
ILI,MAINE,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,110.930116,0.665375,0.75358,0.555417,0.673743,0.634123,0.687511,0.681453,0.741611,0.719023,0.789065,0.896012,0.786344,0.855329,1.10086,1.14028,1.06631,1.02055,1.22961,1.42652,1.56231,1.70224,1.58396,1.40131,1.60663,1.37313,1.60833,1.44634,1.53191,2.65513,3.20662,2.91044,3.6117,4.88272,5.73148,6.71819,8.77977,8.06857,6.29832,5.77899,4.5248,3.90877,3.50168,3.00294,2.5988,1.97164,1.48063,1.06005,,,,,,,,,,,,,,2354
COVID-19,RWANDA,CASES,2020-09-26 00:00:00,2021-05-29 00:00:00,27,22203.0,122.0,41.0,40.0,79.0,89.0,77.0,76.0,181.0,226.0,271.0,193.0,444.0,704.0,585.0,750.0,894.0,1389.0,1797.0,2471.0,1219.0,930.0,721.0,802.0,719.0,634.0,618.0,609.0,873.0,1100.0,523.0,669.0,690.0,361.0,513.0,559.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,2355
COVID-19,RWANDA,CASES,2021-04-03 00:00:00,2021-12-11 00:00:00,28,79214.0,873.0,1100.0,523.0,669.0,690.0,361.0,513.0,559.0,234.0,319.0,935.0,2371.0,5369.0,5810.0,5971.0,6882.0,7779.0,8370.0,4945.0,3641.0,3346.0,3612.0,3282.0,2501.0,3092.0,1610.0,1054.0,818.0,529.0,226.0,327.0,250.0,194.0,82.0,118.0,79.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,2356
COVID-19,RWANDA,CASES,2021-10-16 00:00:00,2022-05-14 00:00:00,22,31308.0,529.0,226.0,327.0,250.0,194.0,82.0,118.0,79.0,180.0,829.0,3099.0,8142.0,7720.0,4428.0,3100.0,900.0,323.0,170.0,74.0,116.0,66.0,45.0,41.0,71.0,18.0,22.0,12.0,12.0,34.0,43.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357
COVID-19,RWANDA,CASES,2022-03-19 00:00:00,2022-11-12 00:00:00,26,3041.0,41.0,71.0,18.0,22.0,12.0,12.0,34.0,43.0,58.0,64.0,55.0,133.0,160.0,212.0,256.0,367.0,476.0,227.0,187.0,192.0,63.0,55.0,32.0,28.0,35.0,23.0,11.0,38.0,6.0,10.0,15.0,7.0,23.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,2358
COVID-19,RWANDA,CASES,2022-09-17 00:00:00,2023-06-03 00:00:00,29,916.0,11.0,38.0,6.0,10.0,15.0,7.0,23.0,28.0,27.0,32.0,38.0,81.0,49.0,0.0,109.0,0.0,113.0,30.0,15.0,12.0,0.0,0.0,80.0,0.0,10.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,2359
RSV,ID,HOSPITALIZATIONS,2024-08-10 00:00:00,2025-05-31 00:00:00,34,953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,5.0,10.0,28.0,30.0,43.0,34.0,40.0,47.0,41.0,67.0,76.0,110.0,87.0,68.0,68.0,49.0,48.0,36.0,21.0,12.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,2360
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2010-09-25 00:00:00,2011-05-28 00:00:00,27,91.6998858,2.80877,2.89079,2.41042,3.11632,2.99118,2.32951,1.5844,3.33519,4.15896,3.26052,4.33125,5.76822,6.84746,4.75874,4.8618,3.89466,3.92447,3.35762,3.47826,2.7957,1.64396,2.02952,2.30938,2.99166,2.89299,2.37252,0.195185,0.068306,0.0754148,0.0,0.0,0.0,2.1322,2.08451,,,,,,,,,,,,,,,,,,,,,,,,,,,2361
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2012-03-31 00:00:00,2012-08-25 00:00:00,13,62.09453,2.29661,1.90011,2.80857,2.22902,3.0024,2.75182,2.64901,2.61932,3.20513,2.42588,3.42707,3.27124,2.3798,3.64931,3.06588,2.62541,2.8072,2.99252,3.13253,3.10749,2.42424,3.32397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2012-06-30 00:00:00,2013-05-04 00:00:00,36,207.52165,3.64931,3.06588,2.62541,2.8072,2.99252,3.13253,3.10749,2.42424,3.32397,2.81474,3.358,2.93057,3.38897,2.98913,2.84238,3.72421,3.27949,4.59653,3.64146,4.85437,4.64865,6.81606,6.44302,6.32514,8.11623,8.49941,8.92086,6.20821,6.84584,7.19162,6.97269,5.30071,5.28531,4.76893,4.53053,4.42177,4.90134,5.33869,4.39252,2.7278,4.4098,4.06863,3.61174,5.45455,5.7732,,,,,,,,,,,,,,,,2363
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2013-03-09 00:00:00,2013-08-03 00:00:00,13,102.16742,4.90134,5.33869,4.39252,2.7278,4.4098,4.06863,3.61174,5.45455,5.7732,4.74198,4.96503,5.93645,3.99628,5.26742,3.99079,5.07084,3.9968,4.26885,4.6396,3.4846,4.42073,6.70978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2013-06-08 00:00:00,2014-04-05 00:00:00,35,325.70401000000004,5.26742,3.99079,5.07084,3.9968,4.26885,4.6396,3.4846,4.42073,6.70978,5.18653,5.05576,5.8296,5.1149,4.07659,5.61511,5.92142,5.34351,5.41463,6.02353,5.67605,6.50195,5.20038,7.20887,7.79841,8.19936,9.6956,11.0972,9.10415,10.6426,13.7076,16.3476,13.3748,8.77411,9.20716,8.93569,9.0053,7.20721,7.97153,8.52626,7.78073,8.17052,9.03674,11.3695,9.7337,,,,,,,,,,,,,,,,,2365
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2014-02-08 00:00:00,2014-06-07 00:00:00,9,144.02075000000002,9.0053,7.20721,7.97153,8.52626,7.78073,8.17052,9.03674,11.3695,9.7337,7.63274,6.62162,6.63073,4.7014,5.53746,7.2335,9.6064,9.62464,7.63077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2014-04-12 00:00:00,2014-09-06 00:00:00,13,138.18415,7.63274,6.62162,6.63073,4.7014,5.53746,7.2335,9.6064,9.62464,7.63077,8.20084,8.50291,7.06349,6.23116,6.8328,4.14747,3.85233,3.63077,4.67405,4.08035,4.91071,5.2103,5.62771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2014-07-12 00:00:00,2014-11-15 00:00:00,10,108.20864,6.8328,4.14747,3.85233,3.63077,4.67405,4.08035,4.91071,5.2103,5.62771,6.77349,8.36785,8.56793,5.85054,5.46912,5.03445,5.6615,6.35436,7.22467,5.93824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2014-09-20 00:00:00,2015-05-16 00:00:00,26,266.62795000000006,8.36785,8.56793,5.85054,5.46912,5.03445,5.6615,6.35436,7.22467,5.93824,7.19027,9.61123,11.7008,9.75309,12.9854,13.6364,14.8148,12.6485,10.8407,6.64606,8.43223,10.2489,6.7302,6.72269,5.82294,5.53977,7.28424,5.33507,5.54156,6.58328,4.45092,4.66667,4.90358,5.77689,5.03401,5.25909,,,,,,,,,,,,,,,,,,,,,,,,,,2369
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2015-03-21 00:00:00,2015-10-17 00:00:00,22,123.090982,5.33507,5.54156,6.58328,4.45092,4.66667,4.90358,5.77689,5.03401,5.25909,6.64305,7.95148,8.86076,7.70053,6.80174,7.2093,7.3913,5.58539,5.64617,5.39906,6.2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2015-08-22 00:00:00,2016-03-05 00:00:00,20,124.029027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108932,0.487805,2.58663,5.83764,4.2378,6.85539,7.21118,5.67077,6.5342,6.71418,9.51359,8.20996,9.30537,6.23525,4.66491,5.86047,5.19972,5.65627,5.99214,7.911,9.23582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2016-01-09 00:00:00,2016-05-21 00:00:00,11,142.80896,9.30537,6.23525,4.66491,5.86047,5.19972,5.65627,5.99214,7.911,9.23582,9.33902,9.6564,8.65231,8.34061,5.93434,5.66696,5.81347,4.69592,9.14668,7.1152,8.3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2016-03-26 00:00:00,2016-09-17 00:00:00,17,156.23474000000002,8.65231,8.34061,5.93434,5.66696,5.81347,4.69592,9.14668,7.1152,8.3871,9.15649,9.33243,8.6386,7.15123,6.88259,5.40915,4.18195,4.89039,3.53874,4.47248,4.88677,3.7961,2.42174,3.82536,3.76569,4.79317,5.33927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2016-07-23 00:00:00,2017-06-17 00:00:00,39,263.55022,3.53874,4.47248,4.88677,3.7961,2.42174,3.82536,3.76569,4.79317,5.33927,5.09926,4.59265,5.52486,4.954,5.25217,5.56901,4.80318,5.06375,5.50796,6.54804,6.7311,5.18868,7.7642,8.41715,8.3007,7.84964,8.478,4.99426,7.38916,8.94928,9.39163,8.46287,7.23746,7.39146,8.17884,9.05088,7.8258,7.14286,6.73207,0.15674,4.52506,0.0,4.68417,3.6162,0.0,5.7554,4.49556,5.08685,0.0,,,,,,,,,,,,,2374
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2017-04-22 00:00:00,2017-12-16 00:00:00,26,119.69310000000002,4.52506,0.0,4.68417,3.6162,0.0,5.7554,4.49556,5.08685,0.0,5.97222,4.11423,3.87978,3.33201,3.20073,4.19548,4.59722,3.37255,3.15789,3.98796,5.74447,6.05607,5.07881,5.05875,5.92809,1.91672,1.96893,2.0171,1.85678,1.65856,2.23842,2.31138,2.19801,2.64412,2.49746,2.54612,,,,,,,,,,,,,,,,,,,,,,,,,,2375
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2017-10-21 00:00:00,2018-09-01 00:00:00,37,100.888194,2.0171,1.85678,1.65856,2.23842,2.31138,2.19801,2.64412,2.49746,2.54612,2.25352,2.78897,2.90916,2.88391,3.53351,4.23887,5.25907,5.08086,5.29988,3.88872,2.60078,2.40906,2.73463,2.73201,2.21192,1.97112,1.68436,1.47955,1.60439,1.48168,1.78303,1.48411,1.63837,1.42974,1.611,0.829155,1.64323,1.4592,1.18168,1.20312,1.05352,1.03181,0.868696,0.972733,1.09916,1.24419,1.34153,,,,,,,,,,,,,,,2376
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2018-07-07 00:00:00,2019-06-08 00:00:00,40,102.300329,1.18168,1.20312,1.05352,1.03181,0.868696,0.972733,1.09916,1.24419,1.34153,1.35528,1.30639,1.85339,2.09455,2.17196,2.25308,2.02167,1.8309,2.25685,1.94363,2.54998,2.15529,2.2897,3.71177,2.84912,2.88832,2.884,2.59032,2.66989,2.57954,2.61113,3.19029,3.33758,3.50693,3.24409,2.65689,2.69138,2.83447,2.72061,2.64005,0.88734,2.10634,1.44346,1.81048,1.81989,1.79616,1.57009,1.84905,1.6144,1.71763,,,,,,,,,,,,2377
ILI,DISTRICT OF COLUMBIA,PERCENT_UNWEIGHTED,2019-04-13 00:00:00,2019-09-14 00:00:00,14,34.410064000000006,2.10634,1.44346,1.81048,1.81989,1.79616,1.57009,1.84905,1.6144,1.71763,1.41348,4.60551,1.32539,1.1238,1.15414,1.11538,0.951294,0.978261,0.274387,1.05589,0.997162,1.12517,1.03006,1.53264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378
