outbreak_id,sub_oid,disease,location,event,start_date,end_date,duration,total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,entropy
2770,0,INFLUENZA,WA,HOSPITALIZATIONS,2020-12-26 00:00:00,2021-05-15 00:00:00,12,32.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578626767019874
2771,1,INFLUENZA,WA,HOSPITALIZATIONS,2021-03-20 00:00:00,2021-08-07 00:00:00,12,20.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.065957320949175
2772,2,INFLUENZA,WA,HOSPITALIZATIONS,2021-06-12 00:00:00,2021-12-04 00:00:00,17,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792481250360578
2773,3,INFLUENZA,WA,HOSPITALIZATIONS,2021-10-09 00:00:00,2022-10-08 00:00:00,44,1029.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,6.0,4.0,2.0,7.0,8.0,6.0,5.0,13.0,12.0,21.0,24.0,20.0,24.0,32.0,34.0,42.0,60.0,57.0,60.0,67.0,65.0,57.0,44.0,64.0,55.0,31.0,30.0,23.0,13.0,17.0,15.0,12.0,7.0,17.0,10.0,16.0,7.0,11.0,15.0,,,,,,,,4.939830916048798
2774,4,INFLUENZA,WA,HOSPITALIZATIONS,2022-08-13 00:00:00,2023-06-17 00:00:00,36,5103.0,15.0,12.0,7.0,17.0,10.0,16.0,7.0,11.0,15.0,13.0,21.0,33.0,43.0,89.0,239.0,536.0,732.0,681.0,740.0,404.0,384.0,231.0,144.0,86.0,66.0,42.0,47.0,31.0,38.0,58.0,47.0,28.0,28.0,32.0,26.0,27.0,18.0,14.0,13.0,10.0,13.0,15.0,17.0,28.0,19.0,,,,,,,,,,,,,,,,4.084485393169524
2775,5,INFLUENZA,WA,HOSPITALIZATIONS,2023-04-22 00:00:00,2023-11-11 00:00:00,21,520.0,18.0,14.0,13.0,10.0,13.0,15.0,17.0,28.0,19.0,17.0,19.0,18.0,19.0,18.0,18.0,20.0,17.0,25.0,20.0,42.0,37.0,15.0,6.0,12.0,4.0,13.0,11.0,8.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7738359436625055
2776,6,INFLUENZA,WA,HOSPITALIZATIONS,2023-09-16 00:00:00,2024-10-05 00:00:00,47,2627.0,15.0,6.0,12.0,4.0,13.0,11.0,8.0,17.0,17.0,33.0,36.0,74.0,83.0,109.0,155.0,211.0,209.0,161.0,145.0,120.0,105.0,80.0,73.0,97.0,75.0,56.0,85.0,81.0,56.0,43.0,42.0,26.0,37.0,25.0,28.0,12.0,21.0,21.0,39.0,20.0,28.0,32.0,19.0,15.0,6.0,6.0,3.0,4.0,8.0,5.0,7.0,6.0,5.0,6.0,6.0,10.0,,,,,5.07075404282929
2777,7,INFLUENZA,WA,HOSPITALIZATIONS,2024-08-10 00:00:00,2025-05-31 00:00:00,34,7163.0,4.0,8.0,5.0,7.0,6.0,5.0,6.0,6.0,10.0,7.0,1.0,4.0,2.0,14.0,22.0,29.0,46.0,78.0,188.0,416.0,541.0,530.0,389.0,360.0,417.0,578.0,747.0,659.0,663.0,422.0,241.0,191.0,165.0,113.0,101.0,74.0,42.0,38.0,28.0,,,,,,,,,,,,,,,,,,,,,,4.215819701585824
2778,0,COVID-19,KAZAKHSTAN,CASES,2020-09-12 00:00:00,2021-03-20 00:00:00,19,148770.0,2936.0,2049.0,1869.0,1602.0,1796.0,1739.0,1963.0,2717.0,4622.0,5435.0,6712.0,6337.0,6539.0,6169.0,5456.0,6173.0,5738.0,5716.0,6331.0,9468.0,10174.0,8835.0,6995.0,5989.0,5705.0,5564.0,5812.0,8329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.648425438512183
2779,1,COVID-19,KAZAKHSTAN,CASES,2021-01-23 00:00:00,2021-07-03 00:00:00,15,276350.0,9468.0,10174.0,8835.0,6995.0,5989.0,5705.0,5564.0,5812.0,8329.0,8994.0,13130.0,16959.0,17883.0,20070.0,19607.0,17689.0,16106.0,15637.0,10842.0,11143.0,7546.0,6606.0,9272.0,17995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.460280791864046
2780,2,COVID-19,KAZAKHSTAN,CASES,2021-05-08 00:00:00,2022-01-01 00:00:00,26,753933.0,17689.0,16106.0,15637.0,10842.0,11143.0,7546.0,6606.0,9272.0,17995.0,21408.0,34701.0,94002.0,51456.0,64111.0,47558.0,59573.0,44846.0,34667.0,28017.0,22208.0,17936.0,14827.0,13917.0,13335.0,10666.0,13711.0,10087.0,8710.0,8145.0,6839.0,5483.0,4728.0,3701.0,3330.0,3135.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.611009401004109
2781,3,COVID-19,KAZAKHSTAN,CASES,2021-11-06 00:00:00,2022-06-11 00:00:00,23,376198.0,10087.0,8710.0,8145.0,6839.0,5483.0,4728.0,3701.0,3330.0,3135.0,6672.0,54927.0,97258.0,80452.0,40740.0,24342.0,8901.0,3493.0,2200.0,828.0,557.0,229.0,241.0,205.0,146.0,140.0,163.0,120.0,83.0,90.0,81.0,77.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2514629750306163
2782,4,COVID-19,KAZAKHSTAN,CASES,2022-04-16 00:00:00,2022-12-03 00:00:00,25,94147.0,146.0,140.0,163.0,120.0,83.0,90.0,81.0,77.0,95.0,109.0,251.0,645.0,2191.0,6111.0,14919.0,15618.0,20661.0,10986.0,7136.0,4284.0,2549.0,1864.0,911.0,774.0,585.0,364.0,153.0,465.0,143.0,198.0,271.0,432.0,0.0,1532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.439540909446581
2783,0,SCARLET FEVER,DELAWARE,CASES,1927-12-17 00:00:00,1928-06-23 00:00:00,19,96.5,5.5,4.0,2.0,1.0,5.0,8.0,3.0,2.0,2.0,4.0,10.0,2.0,11.0,6.0,3.0,1.0,2.0,3.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.225982528366244
2784,1,SCARLET FEVER,DELAWARE,CASES,1928-04-28 00:00:00,1928-09-08 00:00:00,11,29.5,0.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,1.0,4.0,3.0,2.0,1.0,0.0,0.5,1.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.368702050760819
2785,2,SCARLET FEVER,DELAWARE,CASES,1928-07-14 00:00:00,1929-02-23 00:00:00,24,87.5,2.0,1.0,0.0,0.5,1.0,3.0,2.0,0.0,0.0,4.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,7.0,6.0,1.0,3.0,3.0,11.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5543723892046515
2786,3,SCARLET FEVER,DELAWARE,CASES,1928-12-29 00:00:00,1929-09-21 00:00:00,30,94.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,7.0,8.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,0.8,,,,,,,,,,,,,,,,,,,,,,4.765239645006593
2787,4,SCARLET FEVER,DELAWARE,CASES,1931-08-08 00:00:00,1932-01-09 00:00:00,14,136.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,7.0,14.0,7.0,9.0,10.0,9.0,9.0,7.0,1.0,6.0,17.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.116570628881396
2788,5,SCARLET FEVER,DELAWARE,CASES,1931-11-14 00:00:00,1932-09-17 00:00:00,36,433.0,9.0,10.0,9.0,9.0,7.0,1.0,6.0,17.0,13.0,3.0,8.0,16.0,14.0,17.0,12.0,9.0,18.0,15.0,16.0,26.0,20.0,11.0,17.0,16.0,18.0,10.0,11.0,11.0,18.0,9.0,4.0,8.0,4.0,7.0,7.0,5.0,5.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,5.174486821107997
2789,6,SCARLET FEVER,DELAWARE,CASES,1932-07-23 00:00:00,1933-03-18 00:00:00,26,222.0,5.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,6.0,3.0,6.0,3.0,8.0,7.0,6.0,2.0,3.0,3.0,12.0,10.0,11.0,10.0,6.0,10.0,15.0,11.0,10.0,10.0,8.0,5.0,4.0,6.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.831156735197401
2790,7,SCARLET FEVER,DELAWARE,CASES,1933-01-21 00:00:00,1933-08-19 00:00:00,22,254.0,11.0,10.0,10.0,8.0,5.0,4.0,6.0,15.0,10.0,12.0,12.0,17.0,14.0,14.0,15.0,14.0,15.0,15.0,15.0,7.0,5.0,3.0,0.0,2.0,3.0,1.0,1.5,2.0,2.5,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.598957414057019
2791,8,SCARLET FEVER,DELAWARE,CASES,1933-06-24 00:00:00,1933-12-02 00:00:00,15,96.0,0.0,2.0,3.0,1.0,1.5,2.0,2.5,3.0,2.0,8.0,3.0,4.0,4.0,4.0,11.0,6.0,8.0,2.0,5.0,7.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.289223024557286
2792,9,SCARLET FEVER,DELAWARE,CASES,1933-10-07 00:00:00,1934-09-15 00:00:00,41,336.5,6.0,8.0,2.0,5.0,7.0,2.0,4.0,6.0,5.0,15.0,6.0,6.0,7.0,7.0,12.0,17.0,13.0,19.0,4.0,10.0,13.0,19.0,11.0,19.0,11.0,7.0,9.0,8.0,8.0,7.0,4.0,11.0,3.0,7.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.25,2.5,2.75,3.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,,,,5.287477988215528
2793,10,SCARLET FEVER,DELAWARE,CASES,1934-07-21 00:00:00,1935-09-07 00:00:00,51,520.0,2.25,2.5,2.75,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,5.0,7.0,11.0,5.0,5.0,5.0,11.0,5.0,5.0,20.0,4.0,7.0,37.0,13.0,16.0,22.0,16.0,22.0,14.0,12.0,26.0,29.0,27.0,23.0,16.0,20.0,17.0,7.0,10.0,5.0,6.0,10.0,9.0,6.0,7.0,4.0,3.0,3.0,3.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.33028780820401
2794,11,SCARLET FEVER,DELAWARE,CASES,1936-08-01 00:00:00,1937-08-07 00:00:00,45,299.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,4.0,3.0,7.0,5.0,8.0,10.0,16.0,22.0,8.0,12.0,19.0,9.0,4.0,12.0,6.0,2.0,18.0,4.0,10.0,10.0,6.0,2.0,7.0,3.0,11.0,6.0,4.0,9.0,2.0,3.0,3.0,2.0,7.0,2.0,1.0,2.0,2.0,1.5,1.0,4.5,8.0,,,,,,,5.242593031378158
2795,12,SCARLET FEVER,DELAWARE,CASES,1937-06-12 00:00:00,1938-03-12 00:00:00,31,323.5,7.0,2.0,1.0,2.0,2.0,1.5,1.0,4.5,8.0,1.0,1.4,1.8,2.2,2.6,3.0,6.5,10.0,4.0,11.0,6.0,8.0,6.0,10.0,12.0,9.0,7.0,5.0,12.0,16.0,14.0,21.0,19.0,14.0,14.0,6.0,16.0,11.0,16.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,4.953501931295396
2796,13,SCARLET FEVER,DELAWARE,CASES,1938-01-15 00:00:00,1938-09-03 00:00:00,25,304.0,19.0,14.0,14.0,6.0,16.0,11.0,16.0,16.0,13.0,27.0,14.0,23.0,9.0,12.0,16.0,14.0,8.0,7.0,10.0,6.0,3.0,6.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.613260543139376
2797,14,SCARLET FEVER,DELAWARE,CASES,1938-07-09 00:00:00,1939-03-18 00:00:00,28,181.5,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.5,6.0,1.0,2.0,9.0,8.0,10.0,5.0,6.0,6.0,9.0,7.0,25.0,12.0,11.0,12.0,8.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.352540659770238
2798,15,SCARLET FEVER,DELAWARE,CASES,1939-01-21 00:00:00,1939-09-16 00:00:00,26,107.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,5.0,7.0,10.0,6.0,5.0,2.0,6.0,4.0,5.0,2.0,7.0,1.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.257262203941242
2799,16,SCARLET FEVER,DELAWARE,CASES,1940-07-20 00:00:00,1941-09-06 00:00:00,51,486.5,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,7.0,4.0,7.0,7.0,14.0,12.0,11.0,18.0,3.0,12.0,13.0,18.0,13.0,12.0,7.0,16.0,15.5,15.0,10.0,16.0,14.0,11.0,7.0,19.0,8.0,38.0,17.0,15.0,12.0,19.0,16.0,17.0,10.0,6.0,2.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,2.0,5.319597816626823
2800,17,SCARLET FEVER,DELAWARE,CASES,1942-07-25 00:00:00,1943-01-30 00:00:00,19,172.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,3.0,7.0,10.0,5.0,11.0,6.0,19.0,10.0,6.0,17.0,5.0,5.0,2.0,11.0,12.0,5.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.345159514274576
2801,18,SCARLET FEVER,DELAWARE,CASES,1942-12-05 00:00:00,1943-03-27 00:00:00,8,142.0,17.0,5.0,5.0,2.0,11.0,12.0,5.0,14.0,6.0,9.0,8.0,4.0,7.0,6.0,14.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9190505868200454
2802,19,SCARLET FEVER,DELAWARE,CASES,1943-01-30 00:00:00,1943-09-04 00:00:00,23,139.0,6.0,9.0,8.0,4.0,7.0,6.0,14.0,6.0,11.0,9.0,7.0,7.0,4.0,6.0,0.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.542408870755908
2803,20,SCARLET FEVER,DELAWARE,CASES,1943-07-10 00:00:00,1944-01-29 00:00:00,21,69.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,7.0,3.0,1.0,7.0,3.0,3.0,1.0,3.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38842232787874
2804,21,SCARLET FEVER,DELAWARE,CASES,1943-12-04 00:00:00,1944-10-28 00:00:00,39,283.0,1.0,7.0,3.0,3.0,1.0,3.0,1.0,0.0,8.0,8.0,6.0,9.0,6.0,6.0,7.0,16.0,23.0,22.0,18.0,19.0,22.0,18.0,20.0,7.0,6.0,8.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,4.746864587987606
2805,22,SCARLET FEVER,DELAWARE,CASES,1944-09-02 00:00:00,1945-09-08 00:00:00,45,277.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,3.0,1.0,10.0,7.0,11.0,4.0,3.0,9.0,7.0,12.0,6.0,6.0,8.0,17.0,5.0,18.0,12.0,18.0,15.0,11.0,6.0,13.0,5.0,7.0,5.0,8.0,8.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,,,,,,,5.098607944118207
2806,23,SCARLET FEVER,DELAWARE,CASES,1945-07-14 00:00:00,1946-02-09 00:00:00,22,108.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,7.0,5.0,5.0,4.0,7.0,6.0,3.0,6.0,4.0,6.0,6.0,1.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.661875526882433
2807,24,SCARLET FEVER,DELAWARE,CASES,1945-12-15 00:00:00,1946-08-10 00:00:00,26,162.0,3.0,6.0,4.0,6.0,6.0,1.0,4.0,5.0,5.0,7.0,7.0,8.0,11.0,6.0,9.0,9.0,9.0,7.0,12.0,7.0,4.0,4.0,8.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.727007539066326
2808,25,SCARLET FEVER,DELAWARE,CASES,1947-08-23 00:00:00,1948-03-27 00:00:00,23,151.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,7.0,3.0,4.0,5.0,6.0,4.0,7.0,6.0,8.0,9.0,9.0,8.0,5.0,4.0,8.0,2.0,9.0,8.0,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.642527188134629
2809,26,SCARLET FEVER,DELAWARE,CASES,1948-01-31 00:00:00,1948-08-28 00:00:00,22,111.0,8.0,5.0,4.0,8.0,2.0,9.0,8.0,11.0,9.0,1.0,2.0,3.0,7.0,7.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.460681116594529
2810,27,SCARLET FEVER,DELAWARE,CASES,1948-07-03 00:00:00,1948-11-06 00:00:00,10,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.8333333333333333,1.6666666666666667,1.5,1.3333333333333337,1.1666666666666667,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.201857693772185
2811,28,SCARLET FEVER,DELAWARE,CASES,1948-09-11 00:00:00,1949-10-01 00:00:00,47,288.5,1.8333333333333333,1.6666666666666667,1.5,1.3333333333333337,1.1666666666666667,1.0,1.0,1.0,1.5,2.0,2.0,3.0,4.0,3.0,6.0,2.0,1.0,6.0,4.0,7.0,5.0,20.0,9.0,12.0,8.0,11.0,14.0,20.0,20.0,25.0,18.0,12.0,9.0,6.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,2.5,1.0,1.3333333333333333,1.6666666666666663,2.0,2.0,2.0,2.0,1.6666666666666667,1.3333333333333337,1.0,1.0,1.0,1.0,2.0,,,,,5.1040676298410705
2812,29,SCARLET FEVER,DELAWARE,CASES,1949-08-06 00:00:00,1950-01-14 00:00:00,15,61.0,2.0,2.0,1.6666666666666667,1.3333333333333337,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,10.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.263032481419887
2813,30,SCARLET FEVER,DELAWARE,CASES,1949-11-19 00:00:00,1950-09-23 00:00:00,36,135.1,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,1.0,4.0,4.0,9.0,7.0,7.0,10.0,8.0,3.0,4.0,1.0,1.0,8.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.75,1.5,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.4,,,,,,,,,,,,,,,,5.108056945976104
2814,31,SCARLET FEVER,DELAWARE,CASES,1950-07-29 00:00:00,1951-09-15 00:00:00,51,126.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.4,1.6,1.8,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.5,2.0,5.0,7.0,2.0,7.0,5.0,7.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5582617086736885
2815,32,SCARLET FEVER,DELAWARE,CASES,1964-12-26 00:00:00,1965-10-23 00:00:00,35,1165.4473684210525,14.964912280701752,14.982456140350877,15.0,5.0,7.0,9.0,9.0,15.0,14.0,9.0,19.0,29.0,21.0,60.0,25.0,77.5,130.0,56.0,60.0,38.0,37.0,38.0,28.0,35.0,6.0,39.0,32.0,25.0,29.0,33.0,37.0,4.0,10.0,15.0,2.0,52.0,11.0,11.0,6.0,11.0,14.0,18.0,26.0,18.0,,,,,,,,,,,,,,,,,5.017269707435191
2816,0,INFLUENZA,MN,HOSPITALIZATIONS,2020-12-05 00:00:00,2021-08-14 00:00:00,28,60.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,5.0,8.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.91209325379098
2817,1,INFLUENZA,MN,HOSPITALIZATIONS,2021-06-19 00:00:00,2022-04-02 00:00:00,33,765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,14.0,25.0,41.0,69.0,111.0,103.0,67.0,46.0,21.0,19.0,20.0,30.0,19.0,28.0,35.0,29.0,37.0,33.0,,,,,,,,,,,,,,,,,,,4.049595825216485
2818,2,INFLUENZA,MN,HOSPITALIZATIONS,2022-02-05 00:00:00,2022-09-24 00:00:00,25,484.0,19.0,20.0,30.0,19.0,28.0,35.0,29.0,37.0,33.0,28.0,27.0,33.0,29.0,32.0,17.0,13.0,12.0,6.0,4.0,10.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.402151337967552
2819,3,INFLUENZA,MN,HOSPITALIZATIONS,2022-07-30 00:00:00,2023-04-22 00:00:00,30,2608.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,12.0,3.0,14.0,37.0,83.0,165.0,243.0,382.0,443.0,345.0,247.0,162.0,177.0,80.0,47.0,29.0,18.0,16.0,7.0,10.0,6.0,8.0,5.0,6.0,4.0,10.0,12.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,3.73459907596894
2820,4,INFLUENZA,MN,HOSPITALIZATIONS,2023-02-25 00:00:00,2023-09-09 00:00:00,20,151.0,6.0,8.0,5.0,6.0,4.0,10.0,12.0,12.0,8.0,12.0,19.0,13.0,8.0,3.0,1.0,5.0,8.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.141730808662063
2821,5,INFLUENZA,MN,HOSPITALIZATIONS,2023-07-15 00:00:00,2024-08-24 00:00:00,50,2877.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,6.0,4.0,4.0,9.0,18.0,15.0,24.0,34.0,48.0,78.0,110.0,189.0,168.0,161.0,123.0,144.0,150.0,164.0,173.0,159.0,182.0,174.0,164.0,133.0,124.0,112.0,79.0,53.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.539007419803726
2822,6,INFLUENZA,MN,HOSPITALIZATIONS,2024-06-29 00:00:00,2025-05-31 00:00:00,40,8276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,4.0,17.0,8.0,11.0,18.0,40.0,92.0,227.0,545.0,952.0,896.0,927.0,928.0,882.0,689.0,486.0,369.0,279.0,195.0,158.0,182.0,81.0,59.0,53.0,38.0,25.0,27.0,,,,,,,,,,,,,,,,3.9151498282736164
2823,0,ILI,KANSAS,PERCENT_UNWEIGHTED,2011-06-25 00:00:00,2011-12-10 00:00:00,16,13.7953328,0.38835,0.107267,0.109111,0.0996016,0.40311,0.344149,0.192555,0.208932,0.0457352,0.263852,0.419132,0.869133,0.981461,0.590909,0.88229,0.908174,0.815596,0.762995,0.892172,0.761905,0.796162,0.607306,0.952381,0.649287,0.743767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.379610949269222
2824,1,ILI,KANSAS,PERCENT_UNWEIGHTED,2011-10-15 00:00:00,2012-08-18 00:00:00,36,40.43615150000001,0.815596,0.762995,0.892172,0.761905,0.796162,0.607306,0.952381,0.649287,0.743767,0.97692,0.915631,1.23299,0.76524,0.957391,1.2701,1.07136,1.52229,2.17739,2.66038,3.12771,3.30739,3.43391,2.64033,1.77594,1.04742,0.927798,0.453361,0.463623,0.389842,0.355366,0.280005,0.255138,0.267523,0.178763,0.115785,0.11236,0.0402414,0.0394477,0.171527,0.107411,0.0,0.159553,0.1114,0.0747384,0.068306,,,,,,,,,,,,,,,,4.844947244528114
2825,2,ILI,KANSAS,PERCENT_UNWEIGHTED,2013-06-29 00:00:00,2014-08-02 00:00:00,49,68.9522269,0.153531,0.183217,0.0863558,0.158228,0.0593648,0.0755572,0.14404,0.172533,0.122324,0.295858,0.334652,0.159915,0.269469,0.284495,0.333611,0.600429,0.572597,0.927118,0.990375,1.12446,0.736096,1.29288,1.19681,1.33824,1.70002,2.76878,5.97403,5.3431,4.56558,5.70495,5.28142,4.66637,2.98964,2.26361,2.19104,2.09873,1.4466,1.8649,1.21435,0.657425,0.862866,0.557103,0.59438,0.630601,0.561129,0.513184,0.584659,0.202634,0.369213,0.112013,0.205761,0.262314,0.0446429,0.0791452,0.167673,0.253715,0.174277,0.434216,,,4.921397401658152
